Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors
LS,0.1,0:31:01,0.8091,0.8062,0.8091,0.8043,100,0.1,0.3413,0.3294,0.3294
LS,0.25,1:03:05,0.8387,0.8535,0.8387,0.834,100,0.25,0.3317,0.3349,0.3333
LS,0.5,1:58:32,0.8038,0.8244,0.8038,0.7982,100,0.5,0.327,0.346,0.327
LS,0.75,2:51:27,0.8199,0.83,0.8199,0.813,100,0.75,0.3439,0.3354,0.3206
