Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final
100%,1.0,0:02:39,0.7688172043010753,0.8042518394495252,0.7688172043010753,0.7564329932515012,1,0.86094975
RS,0.1,0:31:41,0.8172043010752689,0.8216935935941313,0.8172043010752689,0.8162582820310892,100,0.086094975
RS,0.25,1:04:41,0.7983870967741935,0.8068426984137841,0.7983870967741935,0.7915718210728837,100,0.21523744
RS,0.5,2:06:35,0.8091397849462365,0.8200067780198498,0.8091397849462365,0.8008586917908413,100,0.43047488
RS,0.75,2:51:51,0.8198924731182796,0.8410047533242688,0.8198924731182796,0.8152417783139185,100,0.6457123
LR,0.1,0:31:04,0.8279569892473119,0.833664021164021,0.8279569892473119,0.8185514734022197,100,0.086094975
LR,0.25,1:05:30,0.7983870967741935,0.8162905784405439,0.7983870967741935,0.7891429356465762,100,0.21523744
LR,0.5,2:00:07,0.8010752688172043,0.8187359976644263,0.8010752688172043,0.7930637146509781,100,0.43047488
LR,0.75,2:52:40,0.8172043010752689,0.8320460528218925,0.8172043010752689,0.8115873749828053,100,0.6457123
GEN,0.1,0:29:56,0.7903225806451613,0.7930841691515315,0.7903225806451613,0.7905517937502627,100,0.086094975
GEN,0.25,1:04:32,0.7741935483870968,0.8021351728668801,0.7741935483870968,0.7674350385132195,100,0.21523744
GEN,0.5,1:58:25,0.8118279569892473,0.8185349590859706,0.8118279569892473,0.8066396761133603,100,0.43047488
GEN,0.75,2:52:12,0.8306451612903226,0.8455814511841676,0.8306451612903226,0.8264793583467543,100,0.6457123
MEM,0.1,0:30:01,0.8064516129032258,0.8190896924731506,0.8064516129032258,0.7996157889811802,100,0.086094975
MEM,0.25,1:03:08,0.7956989247311828,0.8148725121529776,0.7956989247311828,0.7905643738977072,100,0.21523744
MEM,0.5,1:57:33,0.8091397849462365,0.8260997612617902,0.8091397849462365,0.8024584189025629,100,0.43047488
MEM,0.75,2:51:01,0.8225806451612904,0.8373456522951858,0.8225806451612904,0.8170517316231488,100,0.6457123
WC,0.1,0:30:13,0.8413978494623656,0.8482828282828284,0.8413978494623656,0.8352896116151625,100,0.086094975
WC,0.25,1:02:43,0.8225806451612904,0.833695691170667,0.8225806451612904,0.8177686934000686,100,0.21523744
WC,0.5,1:58:08,0.8145161290322581,0.8318682144984876,0.8145161290322581,0.8101889995537469,100,0.43047488
WC,0.75,2:50:53,0.8225806451612904,0.8393442783843096,0.8225806451612904,0.8152241316183818,100,0.6457123
PR,0.1,0:30:02,0.8413978494623656,0.8482828282828284,0.8413978494623656,0.8352896116151625,100,0.086094975
PR,0.25,1:02:24,0.803763440860215,0.811154489682097,0.803763440860215,0.7979959002599274,100,0.21523744
PR,0.5,1:58:55,0.8225806451612904,0.834770739208374,0.8225806451612904,0.8165777437407216,109,0.43047488
PR,0.75,2:50:22,0.8225806451612904,0.8393442783843096,0.8225806451612904,0.8152241316183818,100,0.6457123
