Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final
100%,1.0,0:02:44,0.7741935483870968,0.8200606659623053,0.7741935483870968,0.7626473151771124,1,0.86094975
RS,0.1,0:33:15,0.7849462365591398,0.8111078405721264,0.7849462365591398,0.7685152874332231,100,0.086094975
RS,0.25,1:07:44,0.7956989247311828,0.8126716566866268,0.7956989247311828,0.7865190294227242,100,0.21523744
RS,0.5,2:14:02,0.803763440860215,0.8270540655598126,0.803763440860215,0.7996146112479733,100,0.43047488
RS,0.75,3:02:00,0.8306451612903226,0.8478021286339965,0.8306451612903226,0.8255159357055091,100,0.6457123
LS,0.1,0:33:11,0.7688172043010753,0.7950204022452826,0.7688172043010753,0.7595383705321593,100,0.086094975
LS,0.25,1:08:04,0.8198924731182796,0.8273739848464227,0.8198924731182796,0.81301658267354,100,0.21523744
LS,0.5,2:06:45,0.7983870967741935,0.8170777542870565,0.7983870967741935,0.7929252041401574,100,0.43047488
LS,0.75,3:02:22,0.8172043010752689,0.8439856591058514,0.8172043010752689,0.8083545288426349,100,0.6457123
GA,0.1,0:32:57,0.7983870967741935,0.8352450518315518,0.7983870967741935,0.7822007458679784,100,0.086094975
GA,0.25,1:06:57,0.8010752688172043,0.8246889256498744,0.8010752688172043,0.790064081398367,100,0.21523744
GA,0.5,2:05:10,0.7903225806451613,0.8087282493858275,0.7903225806451613,0.7826980826980827,100,0.43047488
GA,0.75,3:01:24,0.8306451612903226,0.8478021286339965,0.8306451612903226,0.8255159357055091,100,0.6457123
MA,0.1,0:31:56,0.7768817204301075,0.8017623038899634,0.7768817204301075,0.7607210884821247,100,0.086094975
MA,0.25,1:05:53,0.8010752688172043,0.8112529101303007,0.8010752688172043,0.7947530864197531,100,0.21523744
MA,0.5,2:04:07,0.7983870967741935,0.8229283768818652,0.7983870967741935,0.7932620160187228,100,0.43047488
MA,0.75,3:01:09,0.8306451612903226,0.8478021286339965,0.8306451612903226,0.8255159357055091,100,0.6457123
GA-WC,0.1,0:32:37,0.8145161290322581,0.8232501654717217,0.8145161290322581,0.8055139097118107,100,0.086094975
GA-WC,0.25,1:05:56,0.8172043010752689,0.8352958265123053,0.8172043010752689,0.8103802274056136,100,0.21523744
GA-WC,0.5,2:03:25,0.803763440860215,0.8197162946326826,0.803763440860215,0.7985559204303908,100,0.43047488
GA-WC,0.75,3:02:46,0.8306451612903226,0.8478021286339965,0.8306451612903226,0.8255159357055091,100,0.6457123
GA-PR,0.1,0:32:11,0.8172043010752689,0.8179455140758148,0.8172043010752689,0.8096519728777792,100,0.086094975
GA-PR,0.25,1:07:24,0.7956989247311828,0.8171906095391348,0.7956989247311828,0.7874092003557052,100,0.21523744
GA-PR,0.5,2:03:29,0.803763440860215,0.8197162946326826,0.803763440860215,0.7985559204303908,100,0.43047488
GA-PR,0.75,2:55:33,0.8306451612903226,0.8478021286339965,0.8306451612903226,0.8255159357055091,100,0.6457123
