Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Airplane,Porcentaje Automobile,Porcentaje Bird,Porcentaje Cat,Porcentaje Deer,Porcentaje Dog,Porcentaje Frog,Porcentaje Horse,Porcentaje Ship,Porcentaje Truck
MA,0.1,3:18:35,0.7564958682061419,0.7570884413256063,0.7567447264561493,0.7569165448702552,100.0,0.08,0.102,0.0938,0.1002,0.0986,0.0972,0.0978,0.0956,0.1112,0.1074,0.0962
MA,0.25,7:17:36,0.7717376657304114,0.7701090363184692,0.7698818066244799,0.7699954047068053,100.0,0.23,0.101,0.1031,0.099,0.1032,0.101,0.0995,0.099,0.101,0.094,0.0991
MA,0.5,13:57:04,0.792926376333404,0.7927516025279494,0.7912321963570641,0.7919911707113486,100.0,0.52,0.1027,0.0994,0.1021,0.0997,0.0999,0.0999,0.0982,0.1006,0.0971,0.1005
MA,0.75,20:33:24,0.7987240940341025,0.7978763813804404,0.7995276668815725,0.7987011706383016,100.0,0.74,0.0987,0.1006,0.0999,0.1003,0.1002,0.1007,0.0997,0.1002,0.0995,0.1002
