Algoritmo,Porcentaje Inicial,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors,Duracion
aleatorio,0.1,0.85164,0.86302,0.85164,0.85022,100.0,0.1,0.33412000000000003,0.32938,0.33652,0 days 01:21:37
aleatorio,0.75,0.89892,0.9053000000000001,0.89892,0.8969799999999999,100.0,0.75,0.33449999999999996,0.33398,0.33154,0 days 03:52:41.200000
