Algoritmo,Porcentaje Inicial,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors,Duracion
-,1.0,0.8741999999999999,0.88728,0.8741999999999999,0.8718,1.0,1.0,0.3333,0.3333,0.3333,0 days 00:02:55.400000
aleatorio,0.25,0.8726,0.88134,0.8726,0.8702400000000001,100.0,0.25,0.33268,0.34446,0.32286000000000004,0 days 01:28:14.200000
aleatorio,0.5,0.88494,0.8950800000000001,0.88494,0.88296,100.0,0.5,0.33366,0.33062,0.33572,0 days 02:27:16.800000
