Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors
-,1.0,0 days 00:02:44,0.9032,0.9088,0.9032,0.9021,1,1.0,0.3333,0.3333,0.3333
aleatorio,0.25,0 days 01:15:01,0.8898,0.8972,0.8898,0.887,100,0.25,0.3302,0.3429,0.327
aleatorio,0.5,0 days 02:18:26,0.8952,0.9033,0.8952,0.8941,100,0.5,0.319,0.3373,0.3437
