

---------------------------------------mobilenet  ALEATORIO  100%----------------------------------------------

Start time: 2025-03-17 09:42:40.575788 UTC
Evaluación 1 -> 2025-03-17 09:45:25.925084 UTC


---------------------------------------mobilenet  ALEATORIO  10%----------------------------------------------

Start time: 2025-03-17 09:47:51.156064 UTC
Evaluación 1 -> 2025-03-17 09:48:11.339251 UTC
Evaluación 2 -> 2025-03-17 09:48:31.236248 UTC
Evaluación 3 -> 2025-03-17 09:48:51.202270 UTC
Evaluación 4 -> 2025-03-17 09:49:11.062991 UTC
Evaluación 5 -> 2025-03-17 09:49:32.518558 UTC
Evaluación 6 -> 2025-03-17 09:49:52.422810 UTC
Evaluación 7 -> 2025-03-17 09:50:12.588534 UTC
Evaluación 8 -> 2025-03-17 09:50:32.548322 UTC
Evaluación 9 -> 2025-03-17 09:50:52.231065 UTC
Evaluación 10 -> 2025-03-17 09:51:11.670185 UTC
Evaluación 11 -> 2025-03-17 09:51:31.952708 UTC
Evaluación 12 -> 2025-03-17 09:51:51.846414 UTC
Evaluación 13 -> 2025-03-17 09:52:11.871939 UTC
Evaluación 14 -> 2025-03-17 09:52:31.769090 UTC
Evaluación 15 -> 2025-03-17 09:52:52.080947 UTC
Evaluación 16 -> 2025-03-17 09:53:11.855218 UTC
Evaluación 17 -> 2025-03-17 09:53:32.221603 UTC
Evaluación 18 -> 2025-03-17 09:53:53.074655 UTC
Evaluación 19 -> 2025-03-17 09:54:13.281425 UTC
Evaluación 20 -> 2025-03-17 09:54:32.722152 UTC
Evaluación 21 -> 2025-03-17 09:54:52.637198 UTC
Evaluación 22 -> 2025-03-17 09:55:13.102464 UTC
Evaluación 23 -> 2025-03-17 09:55:33.413664 UTC
Evaluación 24 -> 2025-03-17 09:55:54.005369 UTC
Evaluación 25 -> 2025-03-17 09:56:13.870432 UTC
Evaluación 26 -> 2025-03-17 09:56:34.280507 UTC
Evaluación 27 -> 2025-03-17 09:56:55.084337 UTC
Evaluación 28 -> 2025-03-17 09:57:14.871508 UTC
Evaluación 29 -> 2025-03-17 09:57:35.311898 UTC
Evaluación 30 -> 2025-03-17 09:57:55.863754 UTC
Evaluación 31 -> 2025-03-17 09:58:16.760514 UTC
Evaluación 32 -> 2025-03-17 09:58:36.941663 UTC
Evaluación 33 -> 2025-03-17 09:58:56.699879 UTC
Evaluación 34 -> 2025-03-17 09:59:16.771517 UTC
Evaluación 35 -> 2025-03-17 09:59:37.481457 UTC
Evaluación 36 -> 2025-03-17 09:59:57.377806 UTC
Evaluación 37 -> 2025-03-17 10:00:16.985625 UTC
Evaluación 38 -> 2025-03-17 10:00:37.642899 UTC
Evaluación 39 -> 2025-03-17 10:00:57.822051 UTC
Evaluación 40 -> 2025-03-17 10:01:17.394045 UTC
Evaluación 41 -> 2025-03-17 10:01:37.853456 UTC
Evaluación 42 -> 2025-03-17 10:01:58.357027 UTC
Evaluación 43 -> 2025-03-17 10:02:18.659401 UTC
Evaluación 44 -> 2025-03-17 10:02:38.726194 UTC
Evaluación 45 -> 2025-03-17 10:02:59.951308 UTC
Evaluación 46 -> 2025-03-17 10:03:20.211196 UTC
Evaluación 47 -> 2025-03-17 10:03:39.630326 UTC
Evaluación 48 -> 2025-03-17 10:03:59.219246 UTC
Evaluación 49 -> 2025-03-17 10:04:19.496933 UTC
Evaluación 50 -> 2025-03-17 10:04:39.342573 UTC
Evaluación 51 -> 2025-03-17 10:04:59.101517 UTC
Evaluación 52 -> 2025-03-17 10:05:19.360671 UTC
Evaluación 53 -> 2025-03-17 10:05:38.983226 UTC
Evaluación 54 -> 2025-03-17 10:05:59.627068 UTC
Evaluación 55 -> 2025-03-17 10:06:19.748938 UTC
Evaluación 56 -> 2025-03-17 10:06:40.217165 UTC
Evaluación 57 -> 2025-03-17 10:06:59.726691 UTC
Evaluación 58 -> 2025-03-17 10:07:19.192485 UTC
Evaluación 59 -> 2025-03-17 10:07:38.679196 UTC
Evaluación 60 -> 2025-03-17 10:07:59.144872 UTC
Evaluación 61 -> 2025-03-17 10:08:18.844799 UTC
Evaluación 62 -> 2025-03-17 10:08:38.499864 UTC
Evaluación 63 -> 2025-03-17 10:08:59.677787 UTC
Evaluación 64 -> 2025-03-17 10:09:20.126190 UTC
Evaluación 65 -> 2025-03-17 10:09:40.023725 UTC
Evaluación 66 -> 2025-03-17 10:10:00.183206 UTC
Evaluación 67 -> 2025-03-17 10:10:20.848346 UTC
Evaluación 68 -> 2025-03-17 10:10:40.790037 UTC
Evaluación 69 -> 2025-03-17 10:11:00.901356 UTC
Evaluación 70 -> 2025-03-17 10:11:20.536762 UTC
Evaluación 71 -> 2025-03-17 10:11:40.349026 UTC
Evaluación 72 -> 2025-03-17 10:12:00.090148 UTC
Evaluación 73 -> 2025-03-17 10:12:19.463578 UTC
Evaluación 74 -> 2025-03-17 10:12:40.348893 UTC
Evaluación 75 -> 2025-03-17 10:13:00.078200 UTC
Evaluación 76 -> 2025-03-17 10:13:19.689531 UTC
Evaluación 77 -> 2025-03-17 10:13:39.250255 UTC
Evaluación 78 -> 2025-03-17 10:13:59.283955 UTC
Evaluación 79 -> 2025-03-17 10:14:19.700316 UTC
Evaluación 80 -> 2025-03-17 10:14:40.764069 UTC
Evaluación 81 -> 2025-03-17 10:15:01.607592 UTC
Evaluación 82 -> 2025-03-17 10:15:22.497912 UTC
Evaluación 83 -> 2025-03-17 10:15:42.629537 UTC
Evaluación 84 -> 2025-03-17 10:16:02.643672 UTC
Evaluación 85 -> 2025-03-17 10:16:23.108878 UTC
Evaluación 86 -> 2025-03-17 10:16:43.033691 UTC
Evaluación 87 -> 2025-03-17 10:17:02.703788 UTC
Evaluación 88 -> 2025-03-17 10:17:23.592101 UTC
Evaluación 89 -> 2025-03-17 10:17:43.700030 UTC
Evaluación 90 -> 2025-03-17 10:18:03.762833 UTC
Evaluación 91 -> 2025-03-17 10:18:23.348766 UTC
Evaluación 92 -> 2025-03-17 10:18:43.864009 UTC
Evaluación 93 -> 2025-03-17 10:19:03.268005 UTC
Evaluación 94 -> 2025-03-17 10:19:23.100920 UTC
Evaluación 95 -> 2025-03-17 10:19:42.291139 UTC
Evaluación 96 -> 2025-03-17 10:20:01.906583 UTC
Evaluación 97 -> 2025-03-17 10:20:21.535423 UTC
Evaluación 98 -> 2025-03-17 10:20:41.155301 UTC
Evaluación 99 -> 2025-03-17 10:21:00.815207 UTC
Evaluación 100 -> 2025-03-17 10:21:20.148314 UTC


---------------------------------------mobilenet  ALEATORIO  25%----------------------------------------------

Start time: 2025-03-17 10:21:39.533640 UTC
Evaluación 1 -> 2025-03-17 10:22:19.592138 UTC
Evaluación 2 -> 2025-03-17 10:23:00.461627 UTC
Evaluación 3 -> 2025-03-17 10:23:41.348373 UTC
Evaluación 4 -> 2025-03-17 10:24:21.556110 UTC
Evaluación 5 -> 2025-03-17 10:25:02.726824 UTC
Evaluación 6 -> 2025-03-17 10:25:42.783544 UTC
Evaluación 7 -> 2025-03-17 10:26:23.015618 UTC
Evaluación 8 -> 2025-03-17 10:27:02.791250 UTC
Evaluación 9 -> 2025-03-17 10:27:43.663656 UTC
Evaluación 10 -> 2025-03-17 10:28:23.831859 UTC
Evaluación 11 -> 2025-03-17 10:29:04.281167 UTC
Evaluación 12 -> 2025-03-17 10:29:44.442076 UTC
Evaluación 13 -> 2025-03-17 10:30:24.158153 UTC
Evaluación 14 -> 2025-03-17 10:31:03.654620 UTC
Evaluación 15 -> 2025-03-17 10:31:43.281639 UTC
Evaluación 16 -> 2025-03-17 10:32:23.179462 UTC
Evaluación 17 -> 2025-03-17 10:33:02.768460 UTC
Evaluación 18 -> 2025-03-17 10:33:42.876163 UTC
Evaluación 19 -> 2025-03-17 10:34:22.541555 UTC
Evaluación 20 -> 2025-03-17 10:35:01.581024 UTC
Evaluación 21 -> 2025-03-17 10:35:41.998738 UTC
Evaluación 22 -> 2025-03-17 10:36:21.571536 UTC
Evaluación 23 -> 2025-03-17 10:37:01.685875 UTC
Evaluación 24 -> 2025-03-17 10:37:43.334108 UTC
Evaluación 25 -> 2025-03-17 10:38:24.362922 UTC
Evaluación 26 -> 2025-03-17 10:39:05.371118 UTC
Evaluación 27 -> 2025-03-17 10:39:47.880930 UTC
Evaluación 28 -> 2025-03-17 10:40:28.298478 UTC
Evaluación 29 -> 2025-03-17 10:41:08.699229 UTC
Evaluación 30 -> 2025-03-17 10:41:49.493918 UTC
Evaluación 31 -> 2025-03-17 10:42:31.238245 UTC
Evaluación 32 -> 2025-03-17 10:43:12.075573 UTC
Evaluación 33 -> 2025-03-17 10:43:54.067895 UTC
Evaluación 34 -> 2025-03-17 10:44:35.140745 UTC
Evaluación 35 -> 2025-03-17 10:45:15.114073 UTC
Evaluación 36 -> 2025-03-17 10:45:54.842759 UTC
Evaluación 37 -> 2025-03-17 10:46:35.522766 UTC
Evaluación 38 -> 2025-03-17 10:47:16.105682 UTC
Evaluación 39 -> 2025-03-17 10:47:56.818079 UTC
Evaluación 40 -> 2025-03-17 10:48:36.981103 UTC
Evaluación 41 -> 2025-03-17 10:49:18.047150 UTC
Evaluación 42 -> 2025-03-17 10:49:58.426359 UTC
Evaluación 43 -> 2025-03-17 10:50:40.275076 UTC
Evaluación 44 -> 2025-03-17 10:51:21.183200 UTC
Evaluación 45 -> 2025-03-17 10:52:01.785383 UTC
Evaluación 46 -> 2025-03-17 10:52:41.096351 UTC
Evaluación 47 -> 2025-03-17 10:53:21.889740 UTC
Evaluación 48 -> 2025-03-17 10:54:01.486788 UTC
Evaluación 49 -> 2025-03-17 10:54:42.439428 UTC
Evaluación 50 -> 2025-03-17 10:55:22.576778 UTC
Evaluación 51 -> 2025-03-17 10:56:02.876032 UTC
