

---------------------------------------RPS  mobilenet  GENETICO2  10%----------------------------------------------

Start time: 2025-04-20 10:26:17.239726 UTC
Evaluación 1 -> 2025-04-20 10:27:15.335979 UTC
Evaluación 2 -> 2025-04-20 10:27:40.663664 UTC
Evaluación 3 -> 2025-04-20 10:28:06.043582 UTC
Evaluación 4 -> 2025-04-20 10:28:30.963637 UTC
Evaluación 5 -> 2025-04-20 10:28:55.000695 UTC
Evaluación 6 -> 2025-04-20 10:29:19.477154 UTC
Evaluación 7 -> 2025-04-20 10:29:44.378533 UTC
Evaluación 8 -> 2025-04-20 10:30:09.743750 UTC
Evaluación 9 -> 2025-04-20 10:30:33.900647 UTC
Evaluación 10 -> 2025-04-20 10:30:58.054331 UTC
Evaluación 11 -> 2025-04-20 10:31:19.787780 UTC
Evaluación 12 -> 2025-04-20 10:31:41.846513 UTC
Evaluación 13 -> 2025-04-20 10:32:04.066149 UTC
Evaluación 14 -> 2025-04-20 10:32:27.164850 UTC
Evaluación 15 -> 2025-04-20 10:32:57.030521 UTC
Evaluación 16 -> 2025-04-20 10:33:26.262565 UTC
Evaluación 17 -> 2025-04-20 10:33:53.170575 UTC
Evaluación 18 -> 2025-04-20 10:34:21.539037 UTC
Evaluación 19 -> 2025-04-20 10:34:51.621243 UTC
Evaluación 20 -> 2025-04-20 10:35:27.498083 UTC
Evaluación 21 -> 2025-04-20 10:35:48.483774 UTC
Evaluación 22 -> 2025-04-20 10:36:06.728018 UTC
Evaluación 23 -> 2025-04-20 10:36:26.944822 UTC
Evaluación 24 -> 2025-04-20 10:36:47.216772 UTC
Evaluación 25 -> 2025-04-20 10:37:19.093004 UTC
Evaluación 26 -> 2025-04-20 10:37:51.684464 UTC
Evaluación 27 -> 2025-04-20 10:38:18.412403 UTC
Evaluación 28 -> 2025-04-20 10:38:43.830455 UTC
Evaluación 29 -> 2025-04-20 10:39:08.033479 UTC
Evaluación 30 -> 2025-04-20 10:39:32.864949 UTC
Evaluación 31 -> 2025-04-20 10:39:50.866572 UTC
Evaluación 32 -> 2025-04-20 10:40:11.499019 UTC
Evaluación 33 -> 2025-04-20 10:40:29.795250 UTC
Evaluación 34 -> 2025-04-20 10:40:47.456094 UTC
Evaluación 35 -> 2025-04-20 10:41:02.872967 UTC
Evaluación 36 -> 2025-04-20 10:41:18.401997 UTC
Evaluación 37 -> 2025-04-20 10:41:43.199421 UTC
Evaluación 38 -> 2025-04-20 10:42:07.699767 UTC
Evaluación 39 -> 2025-04-20 10:42:33.275388 UTC
Evaluación 40 -> 2025-04-20 10:43:00.321414 UTC
Evaluación 41 -> 2025-04-20 10:43:32.774208 UTC
