Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors
aleatorio,1.0,0:02:25.636812,0.7473118279569892,0.7900786212641883,0.7473118279569892,0.7420306040478848,1,1.0,0.33333334,0.33333334,0.33333334
aleatorio,0.1,0:31:34.332114,0.7956989247311828,0.8066752134395707,0.7956989247311828,0.7893205047025196,100,0.1,0.3531746,0.37301588,0.27380952
aleatorio,0.25,1:03:20.017920,0.7661290322580645,0.7922428878311232,0.7661290322580645,0.759688877684615,100,0.25,0.36984128,0.30952382,0.32063493
aleatorio,0.5,1:56:12.305388,0.8091397849462365,0.8232476337412209,0.8091397849462365,0.8007183916568213,100,0.5,0.32698414,0.32301587,0.35
aleatorio,0.75,2:50:00.700728,0.803763440860215,0.8245945876003679,0.803763440860215,0.7991622542812065,100,0.75,0.33068782,0.33121693,0.33809525
busqueda local,0.1,0:30:25.934814,0.8118279569892473,0.8229956883259604,0.8118279569892473,0.799222388927186,100,0.1,0.33333334,0.3015873,0.36507937
busqueda local,0.25,1:03:42.542982,0.7741935483870968,0.8049782576098367,0.7741935483870968,0.7667574585853101,100,0.25,0.32857144,0.33333334,0.33809525
busqueda local,0.5,1:56:20.335726,0.8145161290322581,0.8299669165522825,0.8145161290322581,0.8071301990670048,100,0.5,0.34126985,0.32222223,0.33650795
busqueda local,0.75,2:49:29.652551,0.793010752688172,0.8238265610358634,0.793010752688172,0.7816739541717218,100,0.75,0.34126985,0.33068782,0.32804233
genetico,0.1,0:30:18.603997,0.8682795698924731,0.8681899525692179,0.8682795698924731,0.8655487050530452,100,0.1,0.3531746,0.31746033,0.32936507
genetico,0.25,1:03:36.341579,0.7956989247311828,0.8145686788528681,0.7956989247311828,0.788904882905775,100,0.25,0.35555556,0.30952382,0.33492064
genetico,0.5,1:57:57.956286,0.8145161290322581,0.8358876117496806,0.8145161290322581,0.8095846515970031,100,0.5,0.33253968,0.33650795,0.33095238
genetico,0.75,2:53:22.973778,0.8064516129032258,0.8300641281599518,0.8064516129032258,0.8022056094701432,100,0.75,0.321164,0.33174604,0.34708995
memetico,0.1,0:30:33.029845,0.8252688172043011,0.8304656304656305,0.8252688172043011,0.821299602252868,100,0.1,0.36507937,0.37301588,0.26190478
memetico,0.25,1:03:03.795675,0.7876344086021505,0.8113526432505449,0.7876344086021505,0.7833883035474624,100,0.25,0.3809524,0.3,0.31904763
memetico,0.5,1:57:25.361991,0.8172043010752689,0.8311977797253872,0.8172043010752689,0.8095462794625299,100,0.5,0.33095238,0.32380953,0.3452381
memetico,0.75,2:49:17.786249,0.8064516129032258,0.8300641281599518,0.8064516129032258,0.8022056094701432,100,0.75,0.321164,0.33174604,0.34708995
genetico2,0.1,0:30:06.467728,0.8467741935483871,0.8517342643142216,0.8467741935483871,0.8405675219542893,100,0.1,0.3809524,0.28174603,0.33730158
genetico2,0.25,1:02:23.237055,0.7849462365591398,0.799399990300345,0.7849462365591398,0.7776796371449033,100,0.25,0.31269842,0.33333334,0.35396826
genetico2,0.5,1:57:31.053460,0.8091397849462365,0.828925758337523,0.8091397849462365,0.8029948053658782,100,0.5,0.31984127,0.34285715,0.33730158
genetico2,0.75,2:49:49.965838,0.7983870967741935,0.825986201607278,0.7983870967741935,0.7898710463614703,100,0.75,0.33915344,0.33333334,0.32751322
genetico3,0.1,0:30:05.009166,0.8333333333333334,0.8373869418031473,0.8333333333333334,0.830516934046346,100,0.1,0.34920636,0.32539684,0.32539684
genetico3,0.25,1:08:17.831468,0.782258064516129,0.8004266805990943,0.782258064516129,0.7753622404122593,109,0.25,0.36031747,0.30317461,0.33650795
genetico3,0.5,1:57:37.850439,0.8091397849462365,0.828925758337523,0.8091397849462365,0.8029948053658782,100,0.5,0.31984127,0.34285715,0.33730158
genetico3,0.75,2:53:27.631975,0.7903225806451613,0.8252122877122877,0.7903225806451613,0.7850678733031674,100,0.75,0.33703703,0.33068782,0.33227512
