Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors
100%,1.0,0:02:32,0.7876344086021505,0.8219813482349645,0.7876344086021505,0.7836265968444951,1,1.0,0.33333334,0.33333334,0.33333334
RS,0.1,0:34:17,0.8252688172043011,0.8270507704336821,0.8252688172043011,0.8200198197660739,101,0.1,0.37698412,0.2777778,0.3452381
RS,0.25,1:07:59,0.8064516129032258,0.8234569614009125,0.8064516129032258,0.802127754922786,101,0.25,0.33333334,0.34761906,0.31904763
RS,0.5,2:05:45,0.8198924731182796,0.83252457002457,0.8198924731182796,0.8153797416110603,101,0.5,0.35,0.32222223,0.32777777
RS,0.75,3:03:50,0.8279569892473119,0.8438000696621385,0.8279569892473119,0.8221068132655539,101,0.75,0.32592592,0.33386242,0.34021163
LR,0.1,0:33:31,0.8252688172043011,0.8323769503348732,0.8252688172043011,0.8207526263923589,101,0.1,0.34920636,0.3452381,0.30555555
LR,0.25,1:07:44,0.8252688172043011,0.8263139577875165,0.8252688172043011,0.821097575493036,101,0.25,0.33015874,0.32539684,0.34444445
LR,0.5,2:04:47,0.8306451612903226,0.8417389299810815,0.8306451612903226,0.8265448459044885,101,0.5,0.33412698,0.32857144,0.33730158
LR,0.75,3:04:23,0.8306451612903226,0.8439675073634516,0.8306451612903226,0.8242887070524886,101,0.75,0.32063493,0.34232804,0.33703703
GEN,0.1,0:33:29,0.8387096774193549,0.8384947147339217,0.8387096774193549,0.8344761260594789,101,0.1,0.37698412,0.31746033,0.30555555
GEN,0.25,1:07:38,0.8252688172043011,0.8280074231146248,0.8252688172043011,0.8211934645270017,101,0.25,0.33650795,0.34920636,0.31428573
GEN,0.5,2:05:33,0.8387096774193549,0.8479667751132179,0.8387096774193549,0.8356040834835031,101,0.5,0.33968255,0.32936507,0.33095238
GEN,0.75,3:04:16,0.8306451612903226,0.8420447046028706,0.8306451612903226,0.8243322070283841,101,0.75,0.32645503,0.33809525,0.33544973
MEM,0.1,0:32:59,0.8252688172043011,0.8262544470274646,0.8252688172043011,0.8210119968784307,101,0.1,0.32142857,0.32142857,0.35714287
MEM,0.25,1:08:00,0.8306451612903226,0.8421428571428571,0.8306451612903226,0.8277525321420046,101,0.25,0.37619048,0.31111112,0.31269842
MEM,0.5,2:05:21,0.8306451612903226,0.845878210782302,0.8306451612903226,0.8249050940069319,101,0.5,0.34920636,0.33015874,0.32063493
MEM,0.75,3:04:16,0.8172043010752689,0.8328512058009586,0.8172043010752689,0.8119132395013731,101,0.75,0.32539684,0.33174604,0.34285715
WC,0.1,0:32:35,0.8736559139784946,0.8734422345006082,0.8736559139784946,0.8714078443216611,101,0.1,0.3452381,0.27380952,0.3809524
WC,0.25,1:09:06,0.8198924731182796,0.8360258352512565,0.8198924731182796,0.816779671333281,101,0.25,0.35238096,0.31428573,0.33333334
WC,0.5,2:05:26,0.8333333333333334,0.8401353087682761,0.8333333333333334,0.8250244755805929,101,0.5,0.33492064,0.32698414,0.33809525
WC,0.75,3:04:45,0.8279569892473119,0.8447653261553894,0.8279569892473119,0.8223122967410644,101,0.75,0.32539684,0.33333334,0.34126985
PR,0.1,0:32:48,0.8629032258064516,0.8659853891812654,0.8629032258064516,0.858622043782941,101,0.1,0.34920636,0.2857143,0.36507937
PR,0.25,1:07:37,0.8225806451612904,0.8269312070764856,0.8225806451612904,0.8172146172146172,101,0.25,0.31904763,0.33650795,0.34444445
PR,0.5,2:05:32,0.8225806451612904,0.8378327003603078,0.8225806451612904,0.8154287838390101,110,0.5,0.34444445,0.31904763,0.33650795
PR,0.75,2:57:51,0.8279569892473119,0.8447653261553894,0.8279569892473119,0.8223122967410644,110,0.75,0.32539684,0.33333334,0.34126985
