Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors
aleatorio,1.0,0:02:14.432295,0.7876344086021505,0.8108463443439279,0.7876344086021505,0.7781973764257467,1,1.0,0.33333334,0.33333334,0.33333334
aleatorio,0.1,0:26:29.869899,0.7956989247311828,0.8114111404433986,0.7956989247311828,0.783402467345925,100,0.1,0.32936507,0.31349206,0.35714287
aleatorio,0.25,0:53:06.295023,0.803763440860215,0.8125514403292181,0.803763440860215,0.7966792412939188,100,0.25,0.33333334,0.31746033,0.34920636
aleatorio,0.5,1:37:16.371054,0.7903225806451613,0.813046468218882,0.7903225806451613,0.7826439325965567,100,0.5,0.32460317,0.33253968,0.34285715
aleatorio,0.75,2:22:09.462419,0.7876344086021505,0.813628823122494,0.7876344086021505,0.7798173547093278,100,0.75,0.33544973,0.33174604,0.33280423
busqueda local,0.1,0:25:54.912683,0.7903225806451613,0.8229229807156944,0.7903225806451613,0.7720326790668995,100,0.1,0.2579365,0.28968254,0.45238096
busqueda local,0.25,0:52:40.016033,0.8064516129032258,0.8153988030023178,0.8064516129032258,0.801562070300506,100,0.25,0.36825398,0.32698414,0.30476192
busqueda local,0.5,1:36:43.611911,0.8064516129032258,0.8270801331285201,0.8064516129032258,0.7985488347644256,100,0.5,0.32777777,0.32936507,0.34285715
busqueda local,0.75,2:21:10.919871,0.803763440860215,0.8347068342272508,0.803763440860215,0.7989350066348673,100,0.75,0.33439153,0.32751322,0.33809525
genetico,0.1,0:26:07.448555,0.8387096774193549,0.8416161929906301,0.8387096774193549,0.8334651149989023,100,0.1,0.38492063,0.26190478,0.3531746
genetico,0.25,0:52:07.683447,0.8172043010752689,0.8279088697661231,0.8172043010752689,0.8124074512157253,100,0.25,0.32698414,0.33015874,0.34285715
genetico,0.5,1:36:48.408900,0.7849462365591398,0.820253705346873,0.7849462365591398,0.7818837164631559,100,0.5,0.33095238,0.33333334,0.33571428
genetico,0.75,2:21:25.015962,0.7876344086021505,0.8162628429673264,0.7876344086021505,0.783315318139613,100,0.75,0.33386242,0.33015874,0.33597884
memetico,0.1,0:29:07.838883,0.8198924731182796,0.8300191871620443,0.8198924731182796,0.8082885779352844,100,0.1,0.34920636,0.2857143,0.36507937
memetico,0.25,0:56:47.364950,0.8333333333333334,0.8373681925696921,0.8333333333333334,0.8280112930617738,100,0.25,0.37142858,0.31269842,0.31587303
memetico,0.5,1:39:42.027956,0.7956989247311828,0.8232539611701196,0.7956989247311828,0.7871610192611993,100,0.5,0.34444445,0.33650795,0.31904763
memetico,0.75,2:21:43.017815,0.7956989247311828,0.813374050583353,0.7956989247311828,0.7898099393426495,100,0.75,0.33333334,0.33174604,0.33492064
genetico2,0.1,0:26:07.588182,0.8198924731182796,0.8203054255685835,0.8198924731182796,0.8142289418029374,100,0.1,0.3611111,0.28968254,0.34920636
genetico2,0.25,0:52:49.272388,0.793010752688172,0.8131627582677982,0.793010752688172,0.7823778379088878,100,0.25,0.34126985,0.32857144,0.33015874
genetico2,0.5,1:37:23.893350,0.7903225806451613,0.8126898220556554,0.7903225806451613,0.7860488767675516,100,0.5,0.33571428,0.33730158,0.32698414
genetico2,0.75,2:21:45.411933,0.8064516129032258,0.8350623365565895,0.8064516129032258,0.8009351406223093,100,0.75,0.32433861,0.33703703,0.33862433
genetico3,0.1,0:25:54.790333,0.8118279569892473,0.8233382936507936,0.8118279569892473,0.8036896593234623,100,0.1,0.32936507,0.32142857,0.34920636
genetico3,0.25,0:57:37.616216,0.803763440860215,0.816494581286779,0.803763440860215,0.7990876389140089,109,0.25,0.30952382,0.34126985,0.34920636
genetico3,0.5,1:37:48.617025,0.7956989247311828,0.8148358138436096,0.7956989247311828,0.7883658741721774,100,0.5,0.3468254,0.32857144,0.32460317
genetico3,0.75,2:34:40.656972,0.8064516129032258,0.8350623365565895,0.8064516129032258,0.8009351406223093,109,0.75,0.32433861,0.33703703,0.33862433
