Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors
GA-WC,10,00:27:10,"85,48 %","85,80 %","85,48 %","85,00 %",100,10,"36,51","30,16","33,33"
GA-WC,20,00:44:33,"84,41 %","85,33 %","84,41 %","83,94 %",100,20,"33,73","30,16","36,11"
GA-WC,50,01:38:42,"80,11 %","83,11 %","80,11 %","79,45 %",100,50,"32,86","32,86","34,29"
