Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors
RS,1.0,0:02:34.635484,0.760752688172043,0.7996790938322005,0.760752688172043,0.7561336330656588,1,1.0,0.33333334,0.33333334,0.33333334
RS,0.1,0:33:40.794883,0.803763440860215,0.8142608420386198,0.803763440860215,0.7940217220705026,100,0.1,0.36507937,0.29761904,0.33730158
RS,0.25,1:07:28.828642,0.8010752688172043,0.8231024830602666,0.8010752688172043,0.7893534281270356,100,0.25,0.32380953,0.33492064,0.34126985
RS,0.5,2:04:04.353096,0.8010752688172043,0.8310694534223945,0.8010752688172043,0.7944931451731406,100,0.5,0.32857144,0.32857144,0.34285715
RS,0.75,3:02:00.720987,0.8172043010752689,0.8332657885849375,0.8172043010752689,0.8128627269006808,100,0.75,0.33492064,0.34232804,0.3227513
LS,0.1,0:32:50.402207,0.8118279569892473,0.8195080196922787,0.8118279569892473,0.8043714568350895,100,0.1,0.36507937,0.2857143,0.34920636
LS,0.25,1:07:26.128694,0.8010752688172043,0.81833877535235,0.8010752688172043,0.7936667037602445,100,0.25,0.33809525,0.31587303,0.34603176
LS,0.5,2:04:04.309734,0.7956989247311828,0.8208893557422969,0.7956989247311828,0.7904527630509867,100,0.5,0.33968255,0.32619047,0.33412698
LS,0.75,3:01:46.680833,0.8306451612903226,0.8424076045258391,0.8306451612903226,0.8255456664547574,100,0.75,0.33650795,0.32433861,0.33915344
GA,0.1,0:32:53.757630,0.8709677419354839,0.8726694332749081,0.8709677419354839,0.8684068170986706,100,0.1,0.3690476,0.30555555,0.32539684
GA,0.25,1:07:07.296774,0.8145161290322581,0.8273550334879892,0.8145161290322581,0.8061615391134843,100,0.25,0.32698414,0.33968255,0.33333334
GA,0.5,2:08:11.389671,0.8064516129032258,0.8331189083820663,0.8064516129032258,0.7980171533591994,100,0.5,0.33730158,0.32539684,0.33730158
GA,0.75,3:05:24.470700,0.8198924731182796,0.8302534697980264,0.8198924731182796,0.8136441876760548,100,0.75,0.33439153,0.33280423,0.33280423
MA,0.1,0:32:35.541350,0.8198924731182796,0.8252597329819281,0.8198924731182796,0.8122627423414136,100,0.1,0.3690476,0.2936508,0.33730158
MA,0.25,1:06:14.647355,0.7956989247311828,0.8088364993678853,0.7956989247311828,0.7878599812925892,100,0.25,0.35714287,0.31428573,0.32857144
MA,0.5,2:04:40.781028,0.8010752688172043,0.8310694534223945,0.8010752688172043,0.7944931451731406,100,0.5,0.32857144,0.32857144,0.34285715
MA,0.75,3:03:06.425025,0.8145161290322581,0.8302354855546346,0.8145161290322581,0.810013724051678,100,0.75,0.33544973,0.32592592,0.33862433
GA-WC,0.1,0:32:06.630266,0.8467741935483871,0.8492750635607779,0.8467741935483871,0.8425564840401767,100,0.1,0.39285713,0.28968254,0.31746033
GA-WC,0.25,1:07:12.527523,0.803763440860215,0.8241917053169321,0.803763440860215,0.798380169804286,100,0.25,0.36031747,0.31428573,0.32539684
GA-WC,0.5,2:02:57.797430,0.8118279569892473,0.8332556913193034,0.8118279569892473,0.804632019016436,100,0.5,0.33015874,0.32460317,0.3452381
GA-WC,0.75,3:02:53.332063,0.8145161290322581,0.8302354855546346,0.8145161290322581,0.810013724051678,100,0.75,0.33544973,0.32592592,0.33862433
GA-PR,0.1,0:32:35.566428,0.8709677419354839,0.8698891023696363,0.8709677419354839,0.8698308691756272,100,0.1,0.40079364,0.26587301,0.33333334
GA-PR,0.25,1:06:54.708949,0.8118279569892473,0.8316016314642717,0.8118279569892473,0.8042981913024984,100,0.25,0.34126985,0.32857144,0.33015874
GA-PR,0.5,2:06:08.988114,0.8010752688172043,0.8310694534223945,0.8010752688172043,0.7944931451731406,100,0.5,0.32857144,0.32857144,0.34285715
GA-PR,0.75,2:57:52.539774,0.8172043010752689,0.8335578260727962,0.8172043010752689,0.8115185875417872,100,0.75,0.33915344,0.32698414,0.33386242
