Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors
100%,1.0,0:02:31,0.760752688172043,0.7996790938322005,0.760752688172043,0.7561336330656588,1,1.0,0.33333334,0.33333334,0.33333334
RS,0.1,0:34:16,0.8225806451612904,0.8252073067741271,0.8225806451612904,0.8164081763225466,101,0.1,0.42063493,0.24206349,0.33730158
RS,0.25,1:07:58,0.7741935483870968,0.7828930889871891,0.7741935483870968,0.766851401594151,101,0.25,0.31587303,0.34603176,0.33809525
RS,0.5,2:05:53,0.7956989247311828,0.8166297665920687,0.7956989247311828,0.7888796595212216,101,0.5,0.3436508,0.33650795,0.31984127
RS,0.75,3:04:18,0.8279569892473119,0.8384243793050729,0.8279569892473119,0.824157943471248,101,0.75,0.33544973,0.33439153,0.33015874
LR,0.1,0:33:33,0.803763440860215,0.82928533862093,0.803763440860215,0.788660283813806,101,0.1,0.30952382,0.3452381,0.3452381
LR,0.25,1:07:56,0.8010752688172043,0.8270396642489666,0.8010752688172043,0.790902174902175,101,0.25,0.35238096,0.30793652,0.33968255
LR,0.5,2:05:04,0.8064516129032258,0.8387718748776573,0.8064516129032258,0.8021712525895598,101,0.5,0.32857144,0.33412698,0.33730158
LR,0.75,3:04:52,0.8225806451612904,0.8358593513765928,0.8225806451612904,0.817116180717613,101,0.75,0.33333334,0.33015874,0.33650795
GEN,0.1,0:33:32,0.8467741935483871,0.8512606496388795,0.8467741935483871,0.843547758067736,101,0.1,0.3690476,0.32142857,0.30952382
GEN,0.25,1:08:08,0.8118279569892473,0.8271915775087023,0.8118279569892473,0.8053182057136581,101,0.25,0.33968255,0.33174604,0.32857144
GEN,0.5,2:05:53,0.7876344086021505,0.815845767913938,0.7876344086021505,0.7802610413836873,101,0.5,0.33888888,0.34126985,0.31984127
GEN,0.75,3:04:51,0.8279569892473119,0.8384243793050729,0.8279569892473119,0.824157943471248,101,0.75,0.33544973,0.33439153,0.33015874
MEM,0.1,0:33:07,0.8145161290322581,0.8211629172714079,0.8145161290322581,0.8090661167930496,101,0.1,0.42063493,0.2857143,0.2936508
MEM,0.25,1:08:14,0.7956989247311828,0.8136208700347608,0.7956989247311828,0.7878887464808789,101,0.25,0.35238096,0.32539684,0.32222223
MEM,0.5,2:05:39,0.8010752688172043,0.8308316155193605,0.8010752688172043,0.7972118009112757,101,0.5,0.31746033,0.33650795,0.34603176
MEM,0.75,3:04:42,0.8279569892473119,0.8384243793050729,0.8279569892473119,0.824157943471248,101,0.75,0.33544973,0.33439153,0.33015874
WC,0.1,0:32:51,0.8440860215053764,0.8476885245962158,0.8440860215053764,0.8382486044173838,101,0.1,0.37301588,0.29761904,0.32936507
WC,0.25,1:09:10,0.8064516129032258,0.8133242453346551,0.8064516129032258,0.7979156297623633,101,0.25,0.36825398,0.3,0.33174604
WC,0.5,2:05:43,0.8010752688172043,0.8187953889092269,0.8010752688172043,0.7952388530808202,101,0.5,0.32619047,0.33333334,0.34047619
WC,0.75,3:05:06,0.8279569892473119,0.8384243793050729,0.8279569892473119,0.824157943471248,101,0.75,0.33544973,0.33439153,0.33015874
PR,0.1,0:32:59,0.8440860215053764,0.8451712752265175,0.8440860215053764,0.8403797877791231,110,0.1,0.37301588,0.2857143,0.34126985
PR,0.25,1:07:40,0.803763440860215,0.8193926982713047,0.803763440860215,0.7960873114775914,109,0.25,0.34126985,0.31746033,0.34126985
PR,0.5,2:05:35,0.8010752688172043,0.8187953889092269,0.8010752688172043,0.7952388530808202,110,0.5,0.32619047,0.33333334,0.34047619
PR,0.75,2:57:50,0.8279569892473119,0.8384243793050729,0.8279569892473119,0.824157943471248,110,0.75,0.33544973,0.33439153,0.33015874
