Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors
LR,0.1,0:33:19,0.8414,0.8429,0.8414,0.8363,100,0.1,0.3452,0.3611,0.2937
LR,0.25,1:08:18,0.8575,0.8741,0.8575,0.8479,100,0.25,0.3651,0.3238,0.3111
LR,0.5,2:10:08,0.828,0.8418,0.828,0.82,100,0.5,0.3151,0.3397,0.3452
LR,0.75,3:11:45,0.8414,0.8451,0.8414,0.836,100,0.75,0.3333,0.328,0.3386
