Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final
-,1.0,0 days 00:08:55.200000,0.922429906542056,0.9205424501417312,0.922429906542056,0.9206126687985042,1.0,0.90018654
aleatorio,0.1,0 days 01:36:51.800000,0.9004672897196262,0.8961947920699493,0.9004672897196262,0.8972636254685076,100.0,0.09001866
busqueda local,0.1,0 days 01:36:20.600000,0.905841121495327,0.9023570017760145,0.905841121495327,0.9026148791369731,100.0,0.09001866
genetico,0.1,0 days 01:36:22.400000,0.9049065420560748,0.9007561964194288,0.9049065420560748,0.9017381540889753,100.0,0.09001866
genetico2,0.1,0 days 01:36:44.400000,0.9060747663551402,0.9027635220462548,0.9060747663551402,0.903247667421342,100.0,0.09001866
genetico3,0.1,0 days 01:36:04.400000,0.905607476635514,0.9025850810751714,0.905607476635514,0.9030756150758205,105.4,0.09001866
memetico,0.1,0 days 01:36:24.200000,0.905607476635514,0.9028423394767262,0.905607476635514,0.902799593629188,100.0,0.09001866
