Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors
busqueda local,10,0:43:19.053305,0.8736559139784946,0.886374078709498,0.8736559139784946,0.8715555539593984,100,0.1,0.31746033,0.40079364,0.28174603
busqueda local,20,1:05:12.470733,0.8709677419354839,0.8823034264210735,0.8709677419354839,0.8697887570457885,100,0.2,0.31349206,0.37301588,0.31349206
busqueda local,50,2:12:11.367603,0.9166666666666666,0.9190733831638557,0.9166666666666666,0.9159252940915987,100,0.5,0.33571428,0.33571428,0.32857144
busqueda local,70,2:54:26.604635,0.9166666666666666,0.9208210955430369,0.9166666666666666,0.9156761966725196,100,0.7,0.33730158,0.3339002,0.32879817
genetico,10,0:44:13.859382,0.8736559139784946,0.8798465747657875,0.8736559139784946,0.8724158879194045,100,0.1,0.35714287,0.3611111,0.28174603
genetico,20,1:04:42.339460,0.8924731182795699,0.8996408736530509,0.8924731182795699,0.8915707255764448,100,0.2,0.3452381,0.3313492,0.3234127
genetico,50,2:11:13.226478,0.9112903225806451,0.9137889847378898,0.9112903225806451,0.9107079659634707,100,0.5,0.33253968,0.33571428,0.33174604
genetico,70,3:00:15.125118,0.9247311827956989,0.9280471840405248,0.9247311827956989,0.9237071954634433,100,0.7,0.33786848,0.32993197,0.33219954
memetico,10,0:43:53.920041,0.8413978494623656,0.8532693588645631,0.8413978494623656,0.8411214506935639,100,0.1,0.34126985,0.35714287,0.3015873
memetico,20,1:04:02.398631,0.8736559139784946,0.8860871149504967,0.8736559139784946,0.8714998891991314,100,0.2,0.32539684,0.3472222,0.32738096
memetico,50,2:09:45.464007,0.9139784946236559,0.9151429442127116,0.9139784946236559,0.9132316895831581,100,0.5,0.33650795,0.33492064,0.32857144
memetico,70,2:54:39.861204,0.9220430107526881,0.924403605947837,0.9220430107526881,0.9211899210146954,100,0.7,0.33673468,0.3339002,0.32936507
genetico2,10,0:42:55.242788,0.8790322580645161,0.8799166554076875,0.8790322580645161,0.8785668979265405,100,0.1,0.3611111,0.3968254,0.24206349
genetico2,20,1:04:17.613004,0.8897849462365591,0.8937722786107211,0.8897849462365591,0.8893905809089749,100,0.2,0.33531746,0.3392857,0.32539684
genetico2,50,2:11:33.934262,0.9086021505376344,0.9105061948206287,0.9086021505376344,0.9076387308694133,100,0.5,0.3484127,0.33015874,0.32142857
genetico2,70,2:54:11.302865,0.9112903225806451,0.9148998664886515,0.9112903225806451,0.9103513621585911,100,0.7,0.33673468,0.3339002,0.32936507
