

---------------------------------------RPS  mobilenet  GENETICO  10%----------------------------------------------

Start time: 2025-05-03 16:50:15.166621 UTC
Evaluación 1 -> 2025-05-03 16:51:02.860306 UTC
Evaluación 2 -> 2025-05-03 16:51:28.827864 UTC
Evaluación 3 -> 2025-05-03 16:51:54.297867 UTC
Evaluación 4 -> 2025-05-03 16:52:19.638029 UTC
Evaluación 5 -> 2025-05-03 16:52:43.749131 UTC
Evaluación 6 -> 2025-05-03 16:53:07.849608 UTC
Evaluación 7 -> 2025-05-03 16:53:34.115892 UTC
Evaluación 8 -> 2025-05-03 16:54:04.496103 UTC
Evaluación 9 -> 2025-05-03 16:54:27.217132 UTC
Evaluación 10 -> 2025-05-03 16:54:49.418750 UTC
Evaluación 11 -> 2025-05-03 16:55:11.636030 UTC
Evaluación 12 -> 2025-05-03 16:55:33.686239 UTC
Evaluación 13 -> 2025-05-03 16:55:55.470562 UTC
Evaluación 14 -> 2025-05-03 16:56:17.103115 UTC
Evaluación 15 -> 2025-05-03 16:56:38.830620 UTC
Evaluación 16 -> 2025-05-03 16:57:00.125213 UTC
Evaluación 17 -> 2025-05-03 16:57:24.166935 UTC
Evaluación 18 -> 2025-05-03 16:57:46.532514 UTC
Evaluación 19 -> 2025-05-03 16:58:08.785150 UTC
Evaluación 20 -> 2025-05-03 16:58:30.477005 UTC
Evaluación 21 -> 2025-05-03 16:58:52.490408 UTC
Evaluación 22 -> 2025-05-03 16:59:14.446300 UTC
Evaluación 23 -> 2025-05-03 16:59:35.929559 UTC
Evaluación 24 -> 2025-05-03 16:59:57.606082 UTC
Evaluación 25 -> 2025-05-03 17:00:19.694324 UTC
Evaluación 26 -> 2025-05-03 17:00:45.503622 UTC
Evaluación 27 -> 2025-05-03 17:01:11.177391 UTC
Evaluación 28 -> 2025-05-03 17:01:33.115423 UTC
Evaluación 29 -> 2025-05-03 17:02:01.491838 UTC
Evaluación 30 -> 2025-05-03 17:02:25.550829 UTC
Evaluación 31 -> 2025-05-03 17:02:47.023906 UTC
Evaluación 32 -> 2025-05-03 17:03:08.870938 UTC
Evaluación 33 -> 2025-05-03 17:03:30.993310 UTC
Evaluación 34 -> 2025-05-03 17:03:53.017402 UTC
Evaluación 35 -> 2025-05-03 17:04:14.472571 UTC
Evaluación 36 -> 2025-05-03 17:04:44.345697 UTC
Evaluación 37 -> 2025-05-03 17:05:06.296967 UTC
Evaluación 38 -> 2025-05-03 17:05:29.751171 UTC
Evaluación 39 -> 2025-05-03 17:05:52.433342 UTC
Evaluación 40 -> 2025-05-03 17:06:14.062613 UTC
Evaluación 41 -> 2025-05-03 17:06:35.738826 UTC
Evaluación 42 -> 2025-05-03 17:06:57.774882 UTC
Evaluación 43 -> 2025-05-03 17:07:19.699666 UTC
Evaluación 44 -> 2025-05-03 17:07:41.674217 UTC
Evaluación 45 -> 2025-05-03 17:08:08.660571 UTC
Evaluación 46 -> 2025-05-03 17:08:33.771631 UTC
Evaluación 47 -> 2025-05-03 17:08:55.354030 UTC
Evaluación 48 -> 2025-05-03 17:09:17.147177 UTC
Evaluación 49 -> 2025-05-03 17:09:39.151672 UTC
Evaluación 50 -> 2025-05-03 17:10:01.656221 UTC
Evaluación 51 -> 2025-05-03 17:10:31.695907 UTC
Evaluación 52 -> 2025-05-03 17:10:53.677755 UTC
Evaluación 53 -> 2025-05-03 17:11:15.515864 UTC
Evaluación 54 -> 2025-05-03 17:11:38.240128 UTC
Evaluación 55 -> 2025-05-03 17:12:07.427863 UTC
Evaluación 56 -> 2025-05-03 17:12:28.922773 UTC
Evaluación 57 -> 2025-05-03 17:12:50.291253 UTC
Evaluación 58 -> 2025-05-03 17:13:12.035760 UTC
Evaluación 59 -> 2025-05-03 17:13:34.870740 UTC
Evaluación 60 -> 2025-05-03 17:13:58.062237 UTC
Evaluación 61 -> 2025-05-03 17:14:19.449938 UTC
Evaluación 62 -> 2025-05-03 17:14:40.683981 UTC
Evaluación 63 -> 2025-05-03 17:15:02.229776 UTC
Evaluación 64 -> 2025-05-03 17:15:30.000663 UTC
Evaluación 65 -> 2025-05-03 17:15:54.003447 UTC
Evaluación 66 -> 2025-05-03 17:16:15.437541 UTC
Evaluación 67 -> 2025-05-03 17:16:37.094507 UTC
Evaluación 68 -> 2025-05-03 17:16:58.607249 UTC
Evaluación 69 -> 2025-05-03 17:17:19.901397 UTC
Evaluación 70 -> 2025-05-03 17:17:41.441764 UTC
Evaluación 71 -> 2025-05-03 17:18:03.194564 UTC
Evaluación 72 -> 2025-05-03 17:18:31.199588 UTC
Evaluación 73 -> 2025-05-03 17:18:56.757891 UTC
Evaluación 74 -> 2025-05-03 17:19:25.026751 UTC
Evaluación 75 -> 2025-05-03 17:19:46.837576 UTC
Evaluación 76 -> 2025-05-03 17:20:08.147879 UTC
Evaluación 77 -> 2025-05-03 17:20:29.670260 UTC
Evaluación 78 -> 2025-05-03 17:20:51.241262 UTC
Evaluación 79 -> 2025-05-03 17:21:13.008219 UTC
Evaluación 80 -> 2025-05-03 17:21:34.864644 UTC
Evaluación 81 -> 2025-05-03 17:21:58.846923 UTC
Evaluación 82 -> 2025-05-03 17:22:20.880246 UTC
Evaluación 83 -> 2025-05-03 17:22:42.681502 UTC
Evaluación 84 -> 2025-05-03 17:23:04.401798 UTC
Evaluación 85 -> 2025-05-03 17:23:25.988345 UTC
Evaluación 86 -> 2025-05-03 17:23:47.563918 UTC
Evaluación 87 -> 2025-05-03 17:24:08.983236 UTC
Evaluación 88 -> 2025-05-03 17:24:30.789048 UTC
Evaluación 89 -> 2025-05-03 17:24:52.229855 UTC
Evaluación 90 -> 2025-05-03 17:25:14.168091 UTC
Evaluación 91 -> 2025-05-03 17:25:35.687395 UTC
Evaluación 92 -> 2025-05-03 17:25:57.591118 UTC
Evaluación 93 -> 2025-05-03 17:26:19.168180 UTC
Evaluación 94 -> 2025-05-03 17:26:48.913469 UTC
Evaluación 95 -> 2025-05-03 17:27:11.474508 UTC
Evaluación 96 -> 2025-05-03 17:27:35.513863 UTC
Evaluación 97 -> 2025-05-03 17:28:00.019141 UTC
Evaluación 98 -> 2025-05-03 17:28:24.243362 UTC
Evaluación 99 -> 2025-05-03 17:28:47.919748 UTC
Evaluación 100 -> 2025-05-03 17:29:11.465566 UTC


---------------------------------------RPS  mobilenet  GENETICO  25%----------------------------------------------

Start time: 2025-05-03 17:29:34.936420 UTC
Evaluación 1 -> 2025-05-03 17:30:34.111462 UTC
Evaluación 2 -> 2025-05-03 17:31:24.740097 UTC
Evaluación 3 -> 2025-05-03 17:32:13.358020 UTC
Evaluación 4 -> 2025-05-03 17:32:57.223701 UTC
Evaluación 5 -> 2025-05-03 17:33:41.177060 UTC
Evaluación 6 -> 2025-05-03 17:34:25.868644 UTC
Evaluación 7 -> 2025-05-03 17:35:18.406817 UTC
Evaluación 8 -> 2025-05-03 17:36:02.632932 UTC
Evaluación 9 -> 2025-05-03 17:36:46.572150 UTC
