

---------------------------------------RPS  mobilenet  GENETICO  10%----------------------------------------------

Start time: 2025-05-04 16:09:26.288607 UTC
Evaluación 1 -> 2025-05-04 16:10:11.401076 UTC
Evaluación 2 -> 2025-05-04 16:10:31.350273 UTC
Evaluación 3 -> 2025-05-04 16:10:51.022358 UTC
Evaluación 4 -> 2025-05-04 16:11:10.940172 UTC
Evaluación 5 -> 2025-05-04 16:11:30.842294 UTC
Evaluación 6 -> 2025-05-04 16:11:51.184557 UTC
Evaluación 7 -> 2025-05-04 16:12:11.034667 UTC
Evaluación 8 -> 2025-05-04 16:12:31.188180 UTC
Evaluación 9 -> 2025-05-04 16:12:50.850857 UTC
Evaluación 10 -> 2025-05-04 16:13:10.347962 UTC
Evaluación 11 -> 2025-05-04 16:13:30.201243 UTC
Evaluación 12 -> 2025-05-04 16:13:50.196067 UTC
Evaluación 13 -> 2025-05-04 16:14:10.284356 UTC
Evaluación 14 -> 2025-05-04 16:14:30.409261 UTC
Evaluación 15 -> 2025-05-04 16:14:50.015043 UTC
Evaluación 16 -> 2025-05-04 16:15:09.870178 UTC
Evaluación 17 -> 2025-05-04 16:15:30.147107 UTC
Evaluación 18 -> 2025-05-04 16:15:49.968253 UTC
Evaluación 19 -> 2025-05-04 16:16:10.166201 UTC
Evaluación 20 -> 2025-05-04 16:16:30.309369 UTC
Evaluación 21 -> 2025-05-04 16:16:50.099134 UTC
Evaluación 22 -> 2025-05-04 16:17:09.766890 UTC
Evaluación 23 -> 2025-05-04 16:17:29.341461 UTC
Evaluación 24 -> 2025-05-04 16:17:49.072636 UTC
Evaluación 25 -> 2025-05-04 16:18:09.152334 UTC
Evaluación 26 -> 2025-05-04 16:18:29.328012 UTC
Evaluación 27 -> 2025-05-04 16:18:49.428658 UTC
Evaluación 28 -> 2025-05-04 16:19:09.176401 UTC
Evaluación 29 -> 2025-05-04 16:19:29.227702 UTC
Evaluación 30 -> 2025-05-04 16:19:49.185897 UTC
Evaluación 31 -> 2025-05-04 16:20:08.855191 UTC
Evaluación 32 -> 2025-05-04 16:20:28.856657 UTC
Evaluación 33 -> 2025-05-04 16:20:48.627651 UTC
Evaluación 34 -> 2025-05-04 16:21:08.754104 UTC
Evaluación 35 -> 2025-05-04 16:21:28.175920 UTC
Evaluación 36 -> 2025-05-04 16:21:48.012539 UTC
Evaluación 37 -> 2025-05-04 16:22:08.015950 UTC
Evaluación 38 -> 2025-05-04 16:22:27.873709 UTC
Evaluación 39 -> 2025-05-04 16:22:48.119149 UTC
Evaluación 40 -> 2025-05-04 16:23:07.763412 UTC
Evaluación 41 -> 2025-05-04 16:23:27.342262 UTC
Evaluación 42 -> 2025-05-04 16:23:47.027478 UTC
Evaluación 43 -> 2025-05-04 16:24:07.173185 UTC
Evaluación 44 -> 2025-05-04 16:24:27.183647 UTC
Evaluación 45 -> 2025-05-04 16:24:46.904050 UTC
Evaluación 46 -> 2025-05-04 16:25:07.358394 UTC
Evaluación 47 -> 2025-05-04 16:25:26.911583 UTC
Evaluación 48 -> 2025-05-04 16:25:46.465552 UTC
Evaluación 49 -> 2025-05-04 16:26:05.853308 UTC
Evaluación 50 -> 2025-05-04 16:26:27.919115 UTC
Evaluación 51 -> 2025-05-04 16:26:49.626287 UTC
Evaluación 52 -> 2025-05-04 16:27:11.305078 UTC
Evaluación 53 -> 2025-05-04 16:27:33.015936 UTC
Evaluación 54 -> 2025-05-04 16:27:54.553012 UTC
Evaluación 55 -> 2025-05-04 16:28:16.761128 UTC
Evaluación 56 -> 2025-05-04 16:28:39.505072 UTC
Evaluación 57 -> 2025-05-04 16:29:02.514158 UTC
Evaluación 58 -> 2025-05-04 16:29:25.473848 UTC
Evaluación 59 -> 2025-05-04 16:29:48.242100 UTC
Evaluación 60 -> 2025-05-04 16:30:10.480827 UTC
Evaluación 61 -> 2025-05-04 16:30:32.717085 UTC
Evaluación 62 -> 2025-05-04 16:30:53.151324 UTC
Evaluación 63 -> 2025-05-04 16:31:12.986422 UTC
Evaluación 64 -> 2025-05-04 16:31:32.759091 UTC
Evaluación 65 -> 2025-05-04 16:31:52.396042 UTC
Evaluación 66 -> 2025-05-04 16:32:12.085181 UTC
Evaluación 67 -> 2025-05-04 16:32:31.705513 UTC
Evaluación 68 -> 2025-05-04 16:32:51.286593 UTC
Evaluación 69 -> 2025-05-04 16:33:10.841203 UTC
Evaluación 70 -> 2025-05-04 16:33:30.256618 UTC
Evaluación 71 -> 2025-05-04 16:33:49.894358 UTC
Evaluación 72 -> 2025-05-04 16:34:09.497482 UTC
Evaluación 73 -> 2025-05-04 16:34:29.289647 UTC
Evaluación 74 -> 2025-05-04 16:34:48.876014 UTC
Evaluación 75 -> 2025-05-04 16:35:08.442292 UTC
Evaluación 76 -> 2025-05-04 16:35:28.044257 UTC
Evaluación 77 -> 2025-05-04 16:35:47.767383 UTC
Evaluación 78 -> 2025-05-04 16:36:07.356094 UTC
Evaluación 79 -> 2025-05-04 16:36:27.129646 UTC
Evaluación 80 -> 2025-05-04 16:36:46.851241 UTC
Evaluación 81 -> 2025-05-04 16:37:06.477752 UTC
Evaluación 82 -> 2025-05-04 16:37:25.940345 UTC
Evaluación 83 -> 2025-05-04 16:37:45.446817 UTC
Evaluación 84 -> 2025-05-04 16:38:04.991508 UTC
Evaluación 85 -> 2025-05-04 16:38:24.887313 UTC
Evaluación 86 -> 2025-05-04 16:38:44.375842 UTC
Evaluación 87 -> 2025-05-04 16:39:04.181701 UTC
Evaluación 88 -> 2025-05-04 16:39:23.663506 UTC
Evaluación 89 -> 2025-05-04 16:39:43.488535 UTC
Evaluación 90 -> 2025-05-04 16:40:03.214361 UTC
Evaluación 91 -> 2025-05-04 16:40:23.040586 UTC
Evaluación 92 -> 2025-05-04 16:40:42.569179 UTC
Evaluación 93 -> 2025-05-04 16:41:02.295987 UTC
Evaluación 94 -> 2025-05-04 16:41:21.814806 UTC
Evaluación 95 -> 2025-05-04 16:41:41.491019 UTC
Evaluación 96 -> 2025-05-04 16:42:01.340328 UTC
Evaluación 97 -> 2025-05-04 16:42:20.898487 UTC
Evaluación 98 -> 2025-05-04 16:42:40.521370 UTC
Evaluación 99 -> 2025-05-04 16:43:00.140941 UTC
Evaluación 100 -> 2025-05-04 16:43:19.599944 UTC


---------------------------------------RPS  mobilenet  GENETICO  25%----------------------------------------------

Start time: 2025-05-04 16:43:40.164179 UTC
Evaluación 1 -> 2025-05-04 16:44:22.740482 UTC
Evaluación 2 -> 2025-05-04 16:45:04.703375 UTC
Evaluación 3 -> 2025-05-04 16:45:46.596633 UTC
Evaluación 4 -> 2025-05-04 16:46:28.410969 UTC
Evaluación 5 -> 2025-05-04 16:47:10.027204 UTC
Evaluación 6 -> 2025-05-04 16:47:51.927074 UTC
Evaluación 7 -> 2025-05-04 16:48:33.753521 UTC
Evaluación 8 -> 2025-05-04 16:49:15.574551 UTC
Evaluación 9 -> 2025-05-04 16:49:57.062080 UTC
