

---------------------------------------RPS  mobilenet  GENETICO2  10%----------------------------------------------

Start time: 2025-04-19 08:00:33.178519 UTC
Evaluación 1 -> 2025-04-19 08:01:08.735940 UTC
Evaluación 2 -> 2025-04-19 08:01:27.067989 UTC
Evaluación 3 -> 2025-04-19 08:01:45.681625 UTC
Evaluación 4 -> 2025-04-19 08:02:04.282686 UTC
Evaluación 5 -> 2025-04-19 08:02:22.457255 UTC
Evaluación 6 -> 2025-04-19 08:02:41.160380 UTC
Evaluación 7 -> 2025-04-19 08:02:59.938025 UTC
Evaluación 8 -> 2025-04-19 08:03:18.139458 UTC
Evaluación 9 -> 2025-04-19 08:03:36.237354 UTC
Evaluación 10 -> 2025-04-19 08:03:54.547462 UTC
Evaluación 11 -> 2025-04-19 08:04:11.206603 UTC
Evaluación 12 -> 2025-04-19 08:04:27.389910 UTC
Evaluación 13 -> 2025-04-19 08:04:41.454103 UTC
Evaluación 14 -> 2025-04-19 08:04:55.707509 UTC
Evaluación 15 -> 2025-04-19 08:05:08.013347 UTC
Evaluación 16 -> 2025-04-19 08:05:20.522326 UTC
Evaluación 17 -> 2025-04-19 08:05:34.232199 UTC
Evaluación 18 -> 2025-04-19 08:05:47.322039 UTC
Evaluación 19 -> 2025-04-19 08:05:59.600341 UTC
Evaluación 20 -> 2025-04-19 08:06:12.177393 UTC
Evaluación 21 -> 2025-04-19 08:06:34.442765 UTC
Evaluación 22 -> 2025-04-19 08:06:56.156402 UTC
Evaluación 23 -> 2025-04-19 08:07:10.476859 UTC
Evaluación 24 -> 2025-04-19 08:07:25.135043 UTC
Evaluación 25 -> 2025-04-19 08:07:44.096209 UTC
Evaluación 26 -> 2025-04-19 08:08:03.471197 UTC
Evaluación 27 -> 2025-04-19 08:08:29.340299 UTC
Evaluación 28 -> 2025-04-19 08:08:54.013616 UTC
Evaluación 29 -> 2025-04-19 08:09:17.008265 UTC
Evaluación 30 -> 2025-04-19 08:09:39.523000 UTC
Evaluación 31 -> 2025-04-19 08:09:53.191930 UTC
Evaluación 32 -> 2025-04-19 08:10:07.437276 UTC
Evaluación 33 -> 2025-04-19 08:10:22.847814 UTC
Evaluación 34 -> 2025-04-19 08:10:38.196514 UTC
Evaluación 35 -> 2025-04-19 08:11:00.196997 UTC
Evaluación 36 -> 2025-04-19 08:11:22.925855 UTC
