Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final
RS,0.1,1:34:48,0.9018691588785047,0.8983763263650913,0.9018691588785047,0.8995423989659819,100,0.09001866
RS,0.25,3:34:58,0.9182242990654206,0.9151704636091316,0.9182242990654206,0.9154584508251359,100,0.22504663
RS,0.5,7:19:32,0.9252336448598131,0.9239030515911038,0.9252336448598131,0.924100722127162,100,0.45009327
RS,0.75,9:58:32,0.9310747663551402,0.9289184774149675,0.9310747663551402,0.9296329587735788,100,0.6751399
LR,0.1,1:31:22,0.9123831775700935,0.9093034705484765,0.9123831775700935,0.9102903210741667,100,0.09001866
LR,0.25,3:34:05,0.9182242990654206,0.91550808192678,0.9182242990654206,0.9162797373226395,100,0.22504663
LR,0.5,6:46:17,0.9252336448598131,0.9233944494214152,0.9252336448598131,0.9237543945139444,100,0.45009327
LR,0.75,9:55:53,0.9287383177570093,0.9284597059201734,0.9287383177570093,0.9281363937945526,100,0.6751399
