Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Drawings,Porcentaje Engraving,Porcentaje Iconography,Porcentaje Painting,Porcentaje Sculpture
RS,0.25,3:06:30,0.9194,0.9175,0.9194,0.9181,100,0.25,0.1492,0.1031,0.2741,0.2482,0.2254
RS,0.5,5:58:48,0.9276,0.9253,0.9276,0.926,100,0.5,0.1461,0.092,0.2744,0.2676,0.2199
RS,0.75,19:17:11,0.9369,0.936,0.9369,0.9364,100,0.75,0.1423,0.0995,0.2655,0.2651,0.2276
