Algoritmo,Porcentaje Inicial,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors,Duracion
RS,0.1,0.85164,0.86302,0.85164,0.85022,100.0,0.1,0.33412000000000003,0.32938,0.33652,0 days 01:21:37
RS,0.25,0.8726,0.88134,0.8726,0.8702400000000001,100.0,0.25,0.33268,0.34446,0.32286000000000004,0 days 01:28:14.200000
RS,0.5,0.88494,0.8950800000000001,0.88494,0.88296,100.0,0.5,0.33366,0.33062,0.33572,0 days 02:27:16.800000
RS,0.75,0.89892,0.9053000000000001,0.89892,0.8969799999999999,100.0,0.75,0.33449999999999996,0.33398,0.33154,0 days 03:52:41.200000
