Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors
memetico,0.1,0:23:57,0.8145,0.813,0.8145,0.8096,100,0.1,0.369,0.3095,0.3214
memetico,0.25,0:50:00,0.8414,0.8486,0.8414,0.8354,100,0.25,0.327,0.3048,0.3683
memetico,0.5,1:33:02,0.8065,0.8307,0.8065,0.8022,100,0.5,0.3262,0.3357,0.3381
memetico,0.75,2:16:15,0.8253,0.842,0.8253,0.8165,100,0.75,0.3339,0.3376,0.3286
