

---------------------------------------RPS  mobilenet  MEMETICO (LIBRE)  10%----------------------------------------------

Start time: 2025-05-17 10:23:43.100722 UTC
Evaluación 1 -> 2025-05-17 10:24:24.782151 UTC
Evaluación 2 -> 2025-05-17 10:24:45.793005 UTC
Evaluación 3 -> 2025-05-17 10:25:06.701127 UTC
Evaluación 4 -> 2025-05-17 10:25:27.618342 UTC
Evaluación 5 -> 2025-05-17 10:25:48.644691 UTC
Evaluación 6 -> 2025-05-17 10:26:09.307573 UTC
Evaluación 7 -> 2025-05-17 10:26:29.601755 UTC
Evaluación 8 -> 2025-05-17 10:26:50.061152 UTC
Evaluación 9 -> 2025-05-17 10:27:10.476906 UTC
Evaluación 10 -> 2025-05-17 10:27:31.363491 UTC
Evaluación 11 -> 2025-05-17 10:27:56.615120 UTC
Evaluación 12 -> 2025-05-17 10:28:22.171324 UTC
Evaluación 13 -> 2025-05-17 10:28:49.139006 UTC
Evaluación 14 -> 2025-05-17 10:29:16.064423 UTC
Evaluación 15 -> 2025-05-17 10:29:32.502778 UTC
Evaluación 16 -> 2025-05-17 10:29:49.052067 UTC
Evaluación 17 -> 2025-05-17 10:30:02.633072 UTC
Evaluación 18 -> 2025-05-17 10:30:15.898777 UTC
Evaluación 19 -> 2025-05-17 10:30:29.595448 UTC
Evaluación 20 -> 2025-05-17 10:30:43.171238 UTC
Evaluación 21 -> 2025-05-17 10:30:56.503484 UTC
Evaluación 22 -> 2025-05-17 10:31:09.794243 UTC
Evaluación 23 -> 2025-05-17 10:31:23.316094 UTC
Evaluación 24 -> 2025-05-17 10:31:37.084094 UTC
Evaluación 25 -> 2025-05-17 10:31:50.567462 UTC
Evaluación 26 -> 2025-05-17 10:32:03.832584 UTC
Evaluación 27 -> 2025-05-17 10:32:17.523956 UTC
Evaluación 28 -> 2025-05-17 10:32:41.835059 UTC
Evaluación 29 -> 2025-05-17 10:33:10.599918 UTC
Evaluación 30 -> 2025-05-17 10:33:39.282238 UTC
Evaluación 31 -> 2025-05-17 10:34:14.211337 UTC
Evaluación 32 -> 2025-05-17 10:34:48.831496 UTC
Evaluación 33 -> 2025-05-17 10:35:18.996604 UTC
Evaluación 34 -> 2025-05-17 10:35:49.696314 UTC
Evaluación 35 -> 2025-05-17 10:36:20.379519 UTC
Evaluación 36 -> 2025-05-17 10:36:50.711931 UTC
Evaluación 37 -> 2025-05-17 10:37:20.969827 UTC
Evaluación 38 -> 2025-05-17 10:37:51.319300 UTC
Evaluación 39 -> 2025-05-17 10:38:21.639582 UTC
Evaluación 40 -> 2025-05-17 10:38:51.392764 UTC
Evaluación 41 -> 2025-05-17 10:39:21.969814 UTC
Evaluación 42 -> 2025-05-17 10:39:52.216168 UTC
Evaluación 43 -> 2025-05-17 10:40:22.586462 UTC
Evaluación 44 -> 2025-05-17 10:40:52.035866 UTC
Evaluación 45 -> 2025-05-17 10:41:21.826646 UTC
Evaluación 46 -> 2025-05-17 10:41:52.035523 UTC
Evaluación 47 -> 2025-05-17 10:42:22.478314 UTC
Evaluación 48 -> 2025-05-17 10:42:52.664594 UTC
Evaluación 49 -> 2025-05-17 10:43:22.624175 UTC
Evaluación 50 -> 2025-05-17 10:43:51.808663 UTC
Evaluación 51 -> 2025-05-17 10:44:21.209262 UTC
Evaluación 52 -> 2025-05-17 10:44:50.569164 UTC
Evaluación 53 -> 2025-05-17 10:45:19.927622 UTC
Evaluación 54 -> 2025-05-17 10:45:49.072445 UTC
Evaluación 55 -> 2025-05-17 10:46:06.570839 UTC
Evaluación 56 -> 2025-05-17 10:46:19.698642 UTC
Evaluación 57 -> 2025-05-17 10:46:33.037081 UTC
Evaluación 58 -> 2025-05-17 10:46:51.047249 UTC
Evaluación 59 -> 2025-05-17 10:47:08.910643 UTC
Evaluación 60 -> 2025-05-17 10:47:29.049815 UTC
Evaluación 61 -> 2025-05-17 10:47:47.130925 UTC
Evaluación 62 -> 2025-05-17 10:48:04.817337 UTC
Evaluación 63 -> 2025-05-17 10:48:22.253791 UTC
Evaluación 64 -> 2025-05-17 10:48:40.121143 UTC
Evaluación 65 -> 2025-05-17 10:48:58.240899 UTC
Evaluación 66 -> 2025-05-17 10:49:16.638136 UTC
Evaluación 67 -> 2025-05-17 10:49:35.564094 UTC
Evaluación 68 -> 2025-05-17 10:49:56.541299 UTC
Evaluación 69 -> 2025-05-17 10:50:26.209637 UTC
Evaluación 70 -> 2025-05-17 10:50:55.987518 UTC
Evaluación 71 -> 2025-05-17 10:51:26.500503 UTC
Evaluación 72 -> 2025-05-17 10:51:56.390407 UTC
Evaluación 73 -> 2025-05-17 10:52:25.981770 UTC
Evaluación 74 -> 2025-05-17 10:52:55.855807 UTC
Evaluación 75 -> 2025-05-17 10:53:25.988320 UTC
Evaluación 76 -> 2025-05-17 10:53:55.831359 UTC
Evaluación 77 -> 2025-05-17 10:54:25.536848 UTC
Evaluación 78 -> 2025-05-17 10:54:54.892729 UTC
Evaluación 79 -> 2025-05-17 10:55:23.940571 UTC
Evaluación 80 -> 2025-05-17 10:55:54.600394 UTC
Evaluación 81 -> 2025-05-17 10:56:25.256711 UTC
Evaluación 82 -> 2025-05-17 10:56:55.216403 UTC
Evaluación 83 -> 2025-05-17 10:57:26.061521 UTC
Evaluación 84 -> 2025-05-17 10:57:56.780609 UTC
Evaluación 85 -> 2025-05-17 10:58:21.990234 UTC
Evaluación 86 -> 2025-05-17 10:58:47.099556 UTC
Evaluación 87 -> 2025-05-17 10:59:20.407524 UTC
Evaluación 88 -> 2025-05-17 10:59:53.524276 UTC
Evaluación 89 -> 2025-05-17 11:00:26.520624 UTC
Evaluación 90 -> 2025-05-17 11:00:59.777504 UTC
Evaluación 91 -> 2025-05-17 11:01:32.252024 UTC
Evaluación 92 -> 2025-05-17 11:02:05.366750 UTC
Evaluación 93 -> 2025-05-17 11:02:38.764126 UTC
Evaluación 94 -> 2025-05-17 11:03:11.963670 UTC
Evaluación 95 -> 2025-05-17 11:03:45.298988 UTC
Evaluación 96 -> 2025-05-17 11:04:18.593382 UTC
Evaluación 97 -> 2025-05-17 11:04:51.605996 UTC
Evaluación 98 -> 2025-05-17 11:05:27.730782 UTC
Evaluación 99 -> 2025-05-17 11:06:03.617510 UTC
Evaluación 100 -> 2025-05-17 11:06:28.605342 UTC


---------------------------------------RPS  mobilenet  MEMETICO (LIBRE)  25%----------------------------------------------

Start time: 2025-05-17 11:06:58.196570 UTC
Evaluación 1 -> 2025-05-17 11:07:42.043584 UTC
Evaluación 2 -> 2025-05-17 11:08:24.779463 UTC
Evaluación 3 -> 2025-05-17 11:09:07.154110 UTC
Evaluación 4 -> 2025-05-17 11:09:49.264608 UTC
Evaluación 5 -> 2025-05-17 11:10:31.281677 UTC
Evaluación 6 -> 2025-05-17 11:11:13.687616 UTC
Evaluación 7 -> 2025-05-17 11:11:56.121231 UTC
Evaluación 8 -> 2025-05-17 11:12:38.514394 UTC
Evaluación 9 -> 2025-05-17 11:13:20.906803 UTC
Evaluación 10 -> 2025-05-17 11:14:02.930377 UTC
Evaluación 11 -> 2025-05-17 11:15:03.272201 UTC
Evaluación 12 -> 2025-05-17 11:16:05.615321 UTC
Evaluación 13 -> 2025-05-17 11:16:41.187625 UTC
Evaluación 14 -> 2025-05-17 11:17:16.888750 UTC
Evaluación 15 -> 2025-05-17 11:18:12.544727 UTC
Evaluación 16 -> 2025-05-17 11:19:07.646336 UTC
Evaluación 17 -> 2025-05-17 11:19:41.349460 UTC
Evaluación 18 -> 2025-05-17 11:20:14.546452 UTC
Evaluación 19 -> 2025-05-17 11:21:05.260892 UTC
Evaluación 20 -> 2025-05-17 11:22:06.302831 UTC
Evaluación 21 -> 2025-05-17 11:23:08.066241 UTC
Evaluación 22 -> 2025-05-17 11:24:19.753546 UTC
Evaluación 23 -> 2025-05-17 11:25:30.508353 UTC
Evaluación 24 -> 2025-05-17 11:26:24.079621 UTC
Evaluación 25 -> 2025-05-17 11:27:17.684596 UTC
Evaluación 26 -> 2025-05-17 11:27:55.010336 UTC
Evaluación 27 -> 2025-05-17 11:28:31.882607 UTC
Evaluación 28 -> 2025-05-17 11:29:45.674764 UTC
Evaluación 29 -> 2025-05-17 11:31:30.794463 UTC
Evaluación 30 -> 2025-05-17 11:33:14.497425 UTC
Evaluación 31 -> 2025-05-17 11:33:51.236925 UTC
Evaluación 32 -> 2025-05-17 11:34:27.417692 UTC
Evaluación 33 -> 2025-05-17 11:35:03.475359 UTC
Evaluación 34 -> 2025-05-17 11:35:39.604741 UTC
Evaluación 35 -> 2025-05-17 11:36:16.501253 UTC
Evaluación 36 -> 2025-05-17 11:36:52.597250 UTC
Evaluación 37 -> 2025-05-17 11:37:28.699530 UTC
Evaluación 38 -> 2025-05-17 11:38:05.026424 UTC
Evaluación 39 -> 2025-05-17 11:38:41.731866 UTC
Evaluación 40 -> 2025-05-17 11:39:17.875415 UTC
Evaluación 41 -> 2025-05-17 11:39:54.044949 UTC
Evaluación 42 -> 2025-05-17 11:41:08.335159 UTC
Evaluación 43 -> 2025-05-17 11:42:23.663298 UTC
Evaluación 44 -> 2025-05-17 11:43:07.093780 UTC
Evaluación 45 -> 2025-05-17 11:43:50.048035 UTC
Evaluación 46 -> 2025-05-17 11:45:02.020675 UTC
Evaluación 47 -> 2025-05-17 11:45:39.837338 UTC
Evaluación 48 -> 2025-05-17 11:46:18.086426 UTC
Evaluación 49 -> 2025-05-17 11:46:55.826117 UTC
Evaluación 50 -> 2025-05-17 11:47:33.451771 UTC
Evaluación 51 -> 2025-05-17 11:48:11.050817 UTC
Evaluación 52 -> 2025-05-17 11:48:49.649656 UTC
Evaluación 53 -> 2025-05-17 11:49:27.339742 UTC
Evaluación 54 -> 2025-05-17 11:50:05.833879 UTC
Evaluación 55 -> 2025-05-17 11:50:43.862060 UTC
Evaluación 56 -> 2025-05-17 11:51:24.813213 UTC
Evaluación 57 -> 2025-05-17 11:52:03.034833 UTC
Evaluación 58 -> 2025-05-17 11:52:55.076302 UTC
Evaluación 59 -> 2025-05-17 11:53:47.624075 UTC
Evaluación 60 -> 2025-05-17 11:54:23.786648 UTC
Evaluación 61 -> 2025-05-17 11:55:00.159898 UTC
Evaluación 62 -> 2025-05-17 11:55:36.776370 UTC
Evaluación 63 -> 2025-05-17 11:56:13.395269 UTC
Evaluación 64 -> 2025-05-17 11:56:49.977524 UTC
Evaluación 65 -> 2025-05-17 11:57:26.501358 UTC
Evaluación 66 -> 2025-05-17 11:58:03.406367 UTC
Evaluación 67 -> 2025-05-17 11:58:39.604636 UTC
Evaluación 68 -> 2025-05-17 11:59:15.948999 UTC
Evaluación 69 -> 2025-05-17 11:59:52.152782 UTC
Evaluación 70 -> 2025-05-17 12:00:28.351586 UTC
Evaluación 71 -> 2025-05-17 12:00:57.170649 UTC
Evaluación 72 -> 2025-05-17 12:01:27.214278 UTC
Evaluación 73 -> 2025-05-17 12:02:40.785288 UTC
Evaluación 74 -> 2025-05-17 12:03:13.218185 UTC
Evaluación 75 -> 2025-05-17 12:03:46.098687 UTC
Evaluación 76 -> 2025-05-17 12:04:18.021868 UTC
Evaluación 77 -> 2025-05-17 12:04:50.802269 UTC
Evaluación 78 -> 2025-05-17 12:05:23.221205 UTC
Evaluación 79 -> 2025-05-17 12:05:55.591337 UTC
Evaluación 80 -> 2025-05-17 12:06:27.772765 UTC
Evaluación 81 -> 2025-05-17 12:06:58.488287 UTC
Evaluación 82 -> 2025-05-17 12:07:29.452882 UTC
Evaluación 83 -> 2025-05-17 12:08:00.300923 UTC
Evaluación 84 -> 2025-05-17 12:08:30.653391 UTC
Evaluación 85 -> 2025-05-17 12:09:42.200491 UTC
Evaluación 86 -> 2025-05-17 12:10:51.020164 UTC
Evaluación 87 -> 2025-05-17 12:11:21.013349 UTC
Evaluación 88 -> 2025-05-17 12:11:50.585191 UTC
Evaluación 89 -> 2025-05-17 12:12:20.358187 UTC
Evaluación 90 -> 2025-05-17 12:12:49.905294 UTC
Evaluación 91 -> 2025-05-17 12:13:19.903191 UTC
Evaluación 92 -> 2025-05-17 12:13:49.478117 UTC
Evaluación 93 -> 2025-05-17 12:14:19.110213 UTC
Evaluación 94 -> 2025-05-17 12:14:48.603390 UTC
Evaluación 95 -> 2025-05-17 12:15:18.325215 UTC
Evaluación 96 -> 2025-05-17 12:15:47.534257 UTC
Evaluación 97 -> 2025-05-17 12:16:17.369233 UTC
Evaluación 98 -> 2025-05-17 12:17:08.728242 UTC
Evaluación 99 -> 2025-05-17 12:17:59.840200 UTC
Evaluación 100 -> 2025-05-17 12:18:43.671738 UTC


---------------------------------------RPS  mobilenet  MEMETICO (LIBRE)  50%----------------------------------------------

Start time: 2025-05-17 12:19:53.550121 UTC
Evaluación 1 -> 2025-05-17 12:21:13.614446 UTC
Evaluación 2 -> 2025-05-17 12:22:33.039319 UTC
Evaluación 3 -> 2025-05-17 12:23:52.720850 UTC
Evaluación 4 -> 2025-05-17 12:25:11.552990 UTC
Evaluación 5 -> 2025-05-17 12:26:31.157128 UTC
Evaluación 6 -> 2025-05-17 12:27:49.951631 UTC
Evaluación 7 -> 2025-05-17 12:29:09.708108 UTC
Evaluación 8 -> 2025-05-17 12:30:29.077850 UTC
Evaluación 9 -> 2025-05-17 12:31:47.780944 UTC
Evaluación 10 -> 2025-05-17 12:33:06.589676 UTC
Evaluación 11 -> 2025-05-17 12:34:58.573412 UTC
Evaluación 12 -> 2025-05-17 12:36:49.892806 UTC
Evaluación 13 -> 2025-05-17 12:38:02.456958 UTC
Evaluación 14 -> 2025-05-17 12:39:21.383546 UTC
Evaluación 15 -> 2025-05-17 12:41:13.355467 UTC
Evaluación 16 -> 2025-05-17 12:42:28.389963 UTC
Evaluación 17 -> 2025-05-17 12:43:42.003027 UTC
Evaluación 18 -> 2025-05-17 12:44:55.162006 UTC
Evaluación 19 -> 2025-05-17 12:46:07.947531 UTC
Evaluación 20 -> 2025-05-17 12:47:21.289831 UTC
Evaluación 21 -> 2025-05-17 12:48:34.079433 UTC
Evaluación 22 -> 2025-05-17 12:49:46.946889 UTC
Evaluación 23 -> 2025-05-17 12:51:00.620277 UTC
Evaluación 24 -> 2025-05-17 12:51:46.160221 UTC
Evaluación 25 -> 2025-05-17 12:52:31.959611 UTC
Evaluación 26 -> 2025-05-17 12:53:24.700200 UTC
Evaluación 27 -> 2025-05-17 12:54:17.270857 UTC
Evaluación 28 -> 2025-05-17 12:55:49.712327 UTC
Evaluación 29 -> 2025-05-17 12:57:21.484961 UTC
Evaluación 30 -> 2025-05-17 12:58:53.671160 UTC
Evaluación 31 -> 2025-05-17 13:00:26.075366 UTC
Evaluación 32 -> 2025-05-17 13:01:58.525756 UTC
Evaluación 33 -> 2025-05-17 13:03:30.694724 UTC
Evaluación 34 -> 2025-05-17 13:05:05.552517 UTC
Evaluación 35 -> 2025-05-17 13:06:38.351923 UTC
Evaluación 36 -> 2025-05-17 13:08:13.881373 UTC
Evaluación 37 -> 2025-05-17 13:09:47.026715 UTC
