

---------------------------------------RPS  mobilenet  GENETICO2 (LIBRE)  10%----------------------------------------------

Start time: 2025-05-10 09:13:22.345150 UTC
Evaluación 1 -> 2025-05-10 09:14:05.987118 UTC
Evaluación 2 -> 2025-05-10 09:14:21.372543 UTC
Evaluación 3 -> 2025-05-10 09:14:37.468376 UTC
Evaluación 4 -> 2025-05-10 09:14:53.545919 UTC
Evaluación 5 -> 2025-05-10 09:15:08.522407 UTC
Evaluación 6 -> 2025-05-10 09:15:23.489676 UTC
Evaluación 7 -> 2025-05-10 09:15:38.831318 UTC
Evaluación 8 -> 2025-05-10 09:15:54.155691 UTC
Evaluación 9 -> 2025-05-10 09:16:08.943940 UTC
Evaluación 10 -> 2025-05-10 09:16:24.563192 UTC
Evaluación 11 -> 2025-05-10 09:16:39.253687 UTC
Evaluación 12 -> 2025-05-10 09:16:53.562122 UTC
Evaluación 13 -> 2025-05-10 09:17:03.198951 UTC
Evaluación 14 -> 2025-05-10 09:17:12.883832 UTC
Evaluación 15 -> 2025-05-10 09:17:23.255285 UTC
Evaluación 16 -> 2025-05-10 09:17:32.997971 UTC
Evaluación 17 -> 2025-05-10 09:17:51.020512 UTC
Evaluación 18 -> 2025-05-10 09:18:09.314129 UTC
Evaluación 19 -> 2025-05-10 09:18:24.333505 UTC
Evaluación 20 -> 2025-05-10 09:18:39.680847 UTC
Evaluación 21 -> 2025-05-10 09:18:54.462191 UTC
Evaluación 22 -> 2025-05-10 09:19:09.955881 UTC
Evaluación 23 -> 2025-05-10 09:19:25.159947 UTC
Evaluación 24 -> 2025-05-10 09:19:40.269033 UTC
Evaluación 25 -> 2025-05-10 09:19:58.116798 UTC
Evaluación 26 -> 2025-05-10 09:20:16.085960 UTC
Evaluación 27 -> 2025-05-10 09:20:33.021634 UTC
Evaluación 28 -> 2025-05-10 09:20:50.153826 UTC
Evaluación 29 -> 2025-05-10 09:21:11.208870 UTC
Evaluación 30 -> 2025-05-10 09:21:32.086848 UTC
Evaluación 31 -> 2025-05-10 09:21:51.365577 UTC
Evaluación 32 -> 2025-05-10 09:22:11.483445 UTC
Evaluación 33 -> 2025-05-10 09:22:30.277403 UTC
Evaluación 34 -> 2025-05-10 09:22:48.454593 UTC
