

---------------------------------------RPS  mobilenet  GENETICO2 (LIBRE)  10%----------------------------------------------

Start time: 2025-05-10 20:30:40.206197 UTC
Evaluación 1 -> 2025-05-10 20:31:25.607694 UTC
Evaluación 2 -> 2025-05-10 20:31:43.963433 UTC
Evaluación 3 -> 2025-05-10 20:32:01.788137 UTC
Evaluación 4 -> 2025-05-10 20:32:20.028895 UTC
Evaluación 5 -> 2025-05-10 20:32:37.955878 UTC
Evaluación 6 -> 2025-05-10 20:32:56.662420 UTC
Evaluación 7 -> 2025-05-10 20:33:14.739054 UTC
Evaluación 8 -> 2025-05-10 20:33:33.288989 UTC
Evaluación 9 -> 2025-05-10 20:33:51.215855 UTC
Evaluación 10 -> 2025-05-10 20:34:09.207627 UTC
Evaluación 11 -> 2025-05-10 20:34:31.770291 UTC
Evaluación 12 -> 2025-05-10 20:34:54.261403 UTC
Evaluación 13 -> 2025-05-10 20:35:16.404529 UTC
Evaluación 14 -> 2025-05-10 20:35:38.270147 UTC
Evaluación 15 -> 2025-05-10 20:35:56.161717 UTC
Evaluación 16 -> 2025-05-10 20:36:13.520050 UTC
Evaluación 17 -> 2025-05-10 20:36:37.485642 UTC
Evaluación 18 -> 2025-05-10 20:37:00.931614 UTC
Evaluación 19 -> 2025-05-10 20:37:13.622212 UTC
Evaluación 20 -> 2025-05-10 20:37:26.537903 UTC
Evaluación 21 -> 2025-05-10 20:37:41.958552 UTC
Evaluación 22 -> 2025-05-10 20:37:57.336109 UTC
Evaluación 23 -> 2025-05-10 20:38:15.320526 UTC
Evaluación 24 -> 2025-05-10 20:38:33.028678 UTC
Evaluación 25 -> 2025-05-10 20:38:48.525589 UTC
Evaluación 26 -> 2025-05-10 20:39:04.220432 UTC
Evaluación 27 -> 2025-05-10 20:39:17.818305 UTC
Evaluación 28 -> 2025-05-10 20:39:31.003275 UTC
Evaluación 29 -> 2025-05-10 20:39:46.972249 UTC
Evaluación 30 -> 2025-05-10 20:40:03.441373 UTC
Evaluación 31 -> 2025-05-10 20:40:19.475264 UTC
Evaluación 32 -> 2025-05-10 20:40:34.844585 UTC
Evaluación 33 -> 2025-05-10 20:40:57.868576 UTC
Evaluación 34 -> 2025-05-10 20:41:21.430070 UTC
Evaluación 35 -> 2025-05-10 20:41:32.283649 UTC
Evaluación 36 -> 2025-05-10 20:41:43.686497 UTC
Evaluación 37 -> 2025-05-10 20:42:13.273441 UTC
Evaluación 38 -> 2025-05-10 20:42:43.163918 UTC
Evaluación 39 -> 2025-05-10 20:42:59.923302 UTC
Evaluación 40 -> 2025-05-10 20:43:16.749663 UTC
Evaluación 41 -> 2025-05-10 20:43:35.206372 UTC
Evaluación 42 -> 2025-05-10 20:43:54.163786 UTC
Evaluación 43 -> 2025-05-10 20:44:10.792451 UTC
Evaluación 44 -> 2025-05-10 20:44:27.880287 UTC
Evaluación 45 -> 2025-05-10 20:44:48.950779 UTC
Evaluación 46 -> 2025-05-10 20:45:09.689374 UTC
Evaluación 47 -> 2025-05-10 20:45:19.154143 UTC
Evaluación 48 -> 2025-05-10 20:45:28.590966 UTC
Evaluación 49 -> 2025-05-10 20:45:53.172919 UTC
Evaluación 50 -> 2025-05-10 20:46:19.408939 UTC
Evaluación 51 -> 2025-05-10 20:46:39.615907 UTC
Evaluación 52 -> 2025-05-10 20:46:59.658689 UTC
Evaluación 53 -> 2025-05-10 20:47:12.755218 UTC
Evaluación 54 -> 2025-05-10 20:47:25.566580 UTC
Evaluación 55 -> 2025-05-10 20:47:43.605423 UTC
Evaluación 56 -> 2025-05-10 20:48:01.624135 UTC
Evaluación 57 -> 2025-05-10 20:48:27.005685 UTC
Evaluación 58 -> 2025-05-10 20:48:52.168912 UTC
Evaluación 59 -> 2025-05-10 20:49:10.617040 UTC
Evaluación 60 -> 2025-05-10 20:49:28.575895 UTC
Evaluación 61 -> 2025-05-10 20:49:53.705938 UTC
Evaluación 62 -> 2025-05-10 20:50:18.984453 UTC
Evaluación 63 -> 2025-05-10 20:50:32.618626 UTC
Evaluación 64 -> 2025-05-10 20:50:46.093987 UTC
Evaluación 65 -> 2025-05-10 20:51:01.999751 UTC
Evaluación 66 -> 2025-05-10 20:51:17.623465 UTC
Evaluación 67 -> 2025-05-10 20:51:33.078974 UTC
Evaluación 68 -> 2025-05-10 20:51:48.461748 UTC
Evaluación 69 -> 2025-05-10 20:52:09.838381 UTC
Evaluación 70 -> 2025-05-10 20:52:31.081214 UTC
Evaluación 71 -> 2025-05-10 20:52:58.110525 UTC
Evaluación 72 -> 2025-05-10 20:53:25.241367 UTC
Evaluación 73 -> 2025-05-10 20:53:48.035479 UTC
Evaluación 74 -> 2025-05-10 20:54:11.461852 UTC
Evaluación 75 -> 2025-05-10 20:54:26.147452 UTC
Evaluación 76 -> 2025-05-10 20:54:40.968184 UTC
