Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors
RS,0.25,1:15:01,0.8898,0.8972,0.8898,0.887,100,0.25,0.3302,0.3429,0.327
RS,0.5,2:01:53,0.8898,0.901,0.8898,0.8885,100,0.5,0.327,0.3333,0.3397
RS,0.1,0:44:16,0.8602,0.866,0.8602,0.8584,100,0.1,0.3254,0.3254,0.3492
RS,0.75,2:53:13,0.9059,0.9144,0.9059,0.9036,100,0.75,0.3307,0.346,0.3233
