Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final
aleatorio,0.1,0:26:39,0.8960280373831776,0.8901785577820863,0.8960280373831776,0.8913006677283968,10,0.09001866
genetico,0.1,0:25:44,0.8960280373831776,0.8901785577820863,0.8960280373831776,0.8913006677283968,10,0.09001866
