

---------------------------------------mobilenet  ALEATORIO  100%----------------------------------------------

Start time: 2025-03-19 12:24:34.575345 UTC
Evaluación 1 -> 2025-03-19 12:32:55.209848 UTC


---------------------------------------mobilenet  ALEATORIO  10%----------------------------------------------

Start time: 2025-03-19 12:40:12.265070 UTC
Evaluación 1 -> 2025-03-19 12:41:03.021271 UTC
Evaluación 2 -> 2025-03-19 12:41:51.921100 UTC
Evaluación 3 -> 2025-03-19 12:42:43.554790 UTC
Evaluación 4 -> 2025-03-19 12:43:32.920347 UTC
Evaluación 5 -> 2025-03-19 12:44:22.079867 UTC
Evaluación 6 -> 2025-03-19 12:45:12.324202 UTC
Evaluación 7 -> 2025-03-19 12:46:01.589745 UTC
Evaluación 8 -> 2025-03-19 12:46:50.947477 UTC
Evaluación 9 -> 2025-03-19 12:47:39.783083 UTC
Evaluación 10 -> 2025-03-19 12:48:27.599314 UTC
Evaluación 11 -> 2025-03-19 12:49:17.070986 UTC
Evaluación 12 -> 2025-03-19 12:50:06.374753 UTC
Evaluación 13 -> 2025-03-19 12:50:55.672454 UTC
Evaluación 14 -> 2025-03-19 12:51:44.737295 UTC
Evaluación 15 -> 2025-03-19 12:52:34.839330 UTC
Evaluación 16 -> 2025-03-19 12:53:24.082688 UTC
Evaluación 17 -> 2025-03-19 12:54:13.410901 UTC
Evaluación 18 -> 2025-03-19 12:55:02.636184 UTC
Evaluación 19 -> 2025-03-19 12:55:51.528587 UTC
Evaluación 20 -> 2025-03-19 12:56:41.205763 UTC
Evaluación 21 -> 2025-03-19 12:57:28.583969 UTC
Evaluación 22 -> 2025-03-19 12:58:18.346387 UTC
Evaluación 23 -> 2025-03-19 12:59:07.258846 UTC
Evaluación 24 -> 2025-03-19 12:59:56.273689 UTC
Evaluación 25 -> 2025-03-19 13:00:45.862757 UTC
Evaluación 26 -> 2025-03-19 13:01:34.725694 UTC
Evaluación 27 -> 2025-03-19 13:02:22.970605 UTC
Evaluación 28 -> 2025-03-19 13:03:10.456472 UTC
Evaluación 29 -> 2025-03-19 13:03:58.584825 UTC
Evaluación 30 -> 2025-03-19 13:04:47.401627 UTC
Evaluación 31 -> 2025-03-19 13:05:37.510754 UTC
Evaluación 32 -> 2025-03-19 13:06:26.692572 UTC
Evaluación 33 -> 2025-03-19 13:07:15.986971 UTC
Evaluación 34 -> 2025-03-19 13:08:05.178042 UTC
Evaluación 35 -> 2025-03-19 13:08:53.841445 UTC
Evaluación 36 -> 2025-03-19 13:09:42.355818 UTC
Evaluación 37 -> 2025-03-19 13:10:30.984744 UTC
Evaluación 38 -> 2025-03-19 13:11:24.621529 UTC
Evaluación 39 -> 2025-03-19 13:12:14.055981 UTC
Evaluación 40 -> 2025-03-19 13:13:02.623979 UTC
Evaluación 41 -> 2025-03-19 13:13:51.727234 UTC
Evaluación 42 -> 2025-03-19 13:14:43.238236 UTC
Evaluación 43 -> 2025-03-19 13:15:30.474355 UTC
Evaluación 44 -> 2025-03-19 13:16:21.833951 UTC
Evaluación 45 -> 2025-03-19 13:17:11.384102 UTC
Evaluación 46 -> 2025-03-19 13:18:07.786303 UTC
Evaluación 47 -> 2025-03-19 13:18:59.918678 UTC
Evaluación 48 -> 2025-03-19 13:19:48.300068 UTC
Evaluación 49 -> 2025-03-19 13:20:37.023453 UTC
Evaluación 50 -> 2025-03-19 13:21:25.369533 UTC
Evaluación 51 -> 2025-03-19 13:22:13.870775 UTC
Evaluación 52 -> 2025-03-19 13:23:02.628477 UTC
Evaluación 53 -> 2025-03-19 13:23:51.548851 UTC
Evaluación 54 -> 2025-03-19 13:24:43.524433 UTC
Evaluación 55 -> 2025-03-19 13:25:31.923194 UTC
Evaluación 56 -> 2025-03-19 13:26:23.887473 UTC
Evaluación 57 -> 2025-03-19 13:27:13.501245 UTC
Evaluación 58 -> 2025-03-19 13:28:05.996042 UTC
Evaluación 59 -> 2025-03-19 13:28:54.856878 UTC
Evaluación 60 -> 2025-03-19 13:29:47.632575 UTC
Evaluación 61 -> 2025-03-19 13:30:36.060602 UTC
Evaluación 62 -> 2025-03-19 13:31:28.408896 UTC
Evaluación 63 -> 2025-03-19 13:32:16.301740 UTC
Evaluación 64 -> 2025-03-19 13:33:04.990867 UTC
Evaluación 65 -> 2025-03-19 13:33:54.076276 UTC
Evaluación 66 -> 2025-03-19 13:34:44.440115 UTC
Evaluación 67 -> 2025-03-19 13:35:34.341573 UTC
Evaluación 68 -> 2025-03-19 13:36:24.433437 UTC
Evaluación 69 -> 2025-03-19 13:37:13.352631 UTC
Evaluación 70 -> 2025-03-19 13:38:02.199667 UTC
Evaluación 71 -> 2025-03-19 13:38:55.015070 UTC
Evaluación 72 -> 2025-03-19 13:39:49.214082 UTC
Evaluación 73 -> 2025-03-19 13:40:41.482727 UTC
Evaluación 74 -> 2025-03-19 13:41:33.885667 UTC
Evaluación 75 -> 2025-03-19 13:42:28.690574 UTC
Evaluación 76 -> 2025-03-19 13:43:19.386186 UTC
Evaluación 77 -> 2025-03-19 13:44:10.472710 UTC
Evaluación 78 -> 2025-03-19 13:45:03.740820 UTC
Evaluación 79 -> 2025-03-19 13:45:51.744221 UTC
Evaluación 80 -> 2025-03-19 13:46:41.305054 UTC
Evaluación 81 -> 2025-03-19 13:47:32.470545 UTC
Evaluación 82 -> 2025-03-19 13:48:21.622788 UTC
Evaluación 83 -> 2025-03-19 13:49:10.955942 UTC
Evaluación 84 -> 2025-03-19 13:50:00.723290 UTC
Evaluación 85 -> 2025-03-19 13:50:49.326034 UTC
Evaluación 86 -> 2025-03-19 13:51:38.249261 UTC
Evaluación 87 -> 2025-03-19 13:52:27.254270 UTC
Evaluación 88 -> 2025-03-19 13:53:17.260555 UTC
