

---------------------------------------PAINTING  mobilenet  ALEATORIO  100%----------------------------------------------

Start time: 2025-05-20 17:12:12.573156 UTC
Evaluación 1 -> 2025-05-20 17:21:04.223626 UTC


---------------------------------------PAINTING  mobilenet  ALEATORIO  25%----------------------------------------------

Start time: 2025-05-20 17:29:26.396871 UTC
Evaluación 1 -> 2025-05-20 17:31:58.108490 UTC
Evaluación 2 -> 2025-05-20 17:34:10.167488 UTC
Evaluación 3 -> 2025-05-20 17:36:23.256299 UTC
Evaluación 4 -> 2025-05-20 17:38:34.788404 UTC
Evaluación 5 -> 2025-05-20 17:40:44.879227 UTC
Evaluación 6 -> 2025-05-20 17:42:55.667903 UTC
Evaluación 7 -> 2025-05-20 17:45:05.144439 UTC
Evaluación 8 -> 2025-05-20 17:47:18.143203 UTC
Evaluación 9 -> 2025-05-20 17:49:28.345474 UTC
Evaluación 10 -> 2025-05-20 17:51:40.983525 UTC
Evaluación 11 -> 2025-05-20 17:54:03.817532 UTC
Evaluación 12 -> 2025-05-20 17:56:13.941468 UTC
Evaluación 13 -> 2025-05-20 17:58:24.473913 UTC
Evaluación 14 -> 2025-05-20 18:00:35.042100 UTC
Evaluación 15 -> 2025-05-20 18:02:47.245502 UTC
Evaluación 16 -> 2025-05-20 18:05:00.008849 UTC
Evaluación 17 -> 2025-05-20 18:07:11.896103 UTC
Evaluación 18 -> 2025-05-20 18:09:24.381019 UTC
Evaluación 19 -> 2025-05-20 18:11:35.655982 UTC
Evaluación 20 -> 2025-05-20 18:13:48.070372 UTC
Evaluación 21 -> 2025-05-20 18:16:13.568072 UTC
Evaluación 22 -> 2025-05-20 18:18:23.197799 UTC
Evaluación 23 -> 2025-05-20 18:20:34.182344 UTC
Evaluación 24 -> 2025-05-20 18:22:46.162672 UTC
Evaluación 25 -> 2025-05-20 18:25:00.177899 UTC
Evaluación 26 -> 2025-05-20 18:27:11.767501 UTC
Evaluación 27 -> 2025-05-20 18:29:20.440472 UTC
Evaluación 28 -> 2025-05-20 18:31:31.865739 UTC
Evaluación 29 -> 2025-05-20 18:33:44.086033 UTC
Evaluación 30 -> 2025-05-20 18:35:54.763666 UTC
Evaluación 31 -> 2025-05-20 18:38:07.670791 UTC
Evaluación 32 -> 2025-05-20 18:40:18.313469 UTC
Evaluación 33 -> 2025-05-20 18:42:31.151702 UTC
Evaluación 34 -> 2025-05-20 18:44:44.305268 UTC
Evaluación 35 -> 2025-05-20 18:46:55.511417 UTC
Evaluación 36 -> 2025-05-20 18:49:07.411664 UTC
Evaluación 37 -> 2025-05-20 18:51:17.145662 UTC
Evaluación 38 -> 2025-05-20 18:53:28.106368 UTC
Evaluación 39 -> 2025-05-20 18:55:40.050378 UTC
Evaluación 40 -> 2025-05-20 18:57:51.365762 UTC
Evaluación 41 -> 2025-05-20 19:00:02.603374 UTC
Evaluación 42 -> 2025-05-20 19:02:14.800915 UTC
Evaluación 43 -> 2025-05-20 19:04:23.594225 UTC
Evaluación 44 -> 2025-05-20 19:06:33.440571 UTC
Evaluación 45 -> 2025-05-20 19:08:44.398901 UTC
Evaluación 46 -> 2025-05-20 19:10:56.643201 UTC
Evaluación 47 -> 2025-05-20 19:13:06.401432 UTC
Evaluación 48 -> 2025-05-20 19:15:21.235107 UTC
Evaluación 49 -> 2025-05-20 19:17:32.169025 UTC
Evaluación 50 -> 2025-05-20 19:19:45.580634 UTC
Evaluación 51 -> 2025-05-20 19:21:58.188308 UTC
Evaluación 52 -> 2025-05-20 19:24:08.618886 UTC
Evaluación 53 -> 2025-05-20 19:26:19.328661 UTC
Evaluación 54 -> 2025-05-20 19:28:28.812862 UTC
Evaluación 55 -> 2025-05-20 19:30:38.181028 UTC
Evaluación 56 -> 2025-05-20 19:32:49.224150 UTC
Evaluación 57 -> 2025-05-20 19:35:00.986919 UTC
Evaluación 58 -> 2025-05-20 19:37:10.842823 UTC
Evaluación 59 -> 2025-05-20 19:39:22.743770 UTC
Evaluación 60 -> 2025-05-20 19:41:31.553794 UTC
Evaluación 61 -> 2025-05-20 19:43:41.559143 UTC
Evaluación 62 -> 2025-05-20 19:45:51.855358 UTC
Evaluación 63 -> 2025-05-20 19:48:02.301620 UTC
Evaluación 64 -> 2025-05-20 19:50:12.386296 UTC
Evaluación 65 -> 2025-05-20 19:52:22.938099 UTC
Evaluación 66 -> 2025-05-20 19:54:32.164505 UTC
Evaluación 67 -> 2025-05-20 19:56:42.122176 UTC
Evaluación 68 -> 2025-05-20 19:58:52.646984 UTC
Evaluación 69 -> 2025-05-20 20:01:03.498301 UTC
Evaluación 70 -> 2025-05-20 20:03:13.871230 UTC
Evaluación 71 -> 2025-05-20 20:05:25.707742 UTC
Evaluación 72 -> 2025-05-20 20:07:38.019225 UTC
Evaluación 73 -> 2025-05-20 20:09:49.887736 UTC
Evaluación 74 -> 2025-05-20 20:12:15.419792 UTC
Evaluación 75 -> 2025-05-20 20:14:53.447443 UTC
Evaluación 76 -> 2025-05-20 20:17:04.746421 UTC
Evaluación 77 -> 2025-05-20 20:19:14.678456 UTC
Evaluación 78 -> 2025-05-20 20:21:25.111354 UTC
Evaluación 79 -> 2025-05-20 20:23:36.820564 UTC
Evaluación 80 -> 2025-05-20 20:25:46.623224 UTC
Evaluación 81 -> 2025-05-20 20:27:57.932763 UTC
Evaluación 82 -> 2025-05-20 20:30:07.884393 UTC
Evaluación 83 -> 2025-05-20 20:32:18.329098 UTC
Evaluación 84 -> 2025-05-20 20:34:28.594940 UTC
Evaluación 85 -> 2025-05-20 20:36:40.072226 UTC
Evaluación 86 -> 2025-05-20 20:38:52.518947 UTC
Evaluación 87 -> 2025-05-20 20:41:03.847833 UTC
Evaluación 88 -> 2025-05-20 20:43:15.273870 UTC
Evaluación 89 -> 2025-05-20 20:45:24.525362 UTC
Evaluación 90 -> 2025-05-20 20:47:34.417891 UTC
Evaluación 91 -> 2025-05-20 20:49:44.579968 UTC
Evaluación 92 -> 2025-05-20 20:51:52.290737 UTC
Evaluación 93 -> 2025-05-20 20:54:01.582065 UTC
Evaluación 94 -> 2025-05-20 20:56:13.186133 UTC
Evaluación 95 -> 2025-05-20 20:58:23.715182 UTC
Evaluación 96 -> 2025-05-20 21:00:32.844707 UTC
Evaluación 97 -> 2025-05-20 21:02:44.020112 UTC
Evaluación 98 -> 2025-05-20 21:04:57.138924 UTC
Evaluación 99 -> 2025-05-20 21:07:08.944567 UTC
Evaluación 100 -> 2025-05-20 21:09:19.606422 UTC


---------------------------------------PAINTING  mobilenet  ALEATORIO  50%----------------------------------------------

Start time: 2025-05-20 21:11:30.396621 UTC
Evaluación 1 -> 2025-05-20 21:15:45.655662 UTC
Evaluación 2 -> 2025-05-20 21:20:01.930257 UTC
Evaluación 3 -> 2025-05-20 21:24:18.331091 UTC
Evaluación 4 -> 2025-05-20 21:28:33.291100 UTC
Evaluación 5 -> 2025-05-20 21:32:47.611422 UTC
Evaluación 6 -> 2025-05-20 21:37:03.768302 UTC
Evaluación 7 -> 2025-05-20 21:41:17.028994 UTC
Evaluación 8 -> 2025-05-20 21:45:32.444067 UTC
Evaluación 9 -> 2025-05-20 21:49:45.319542 UTC
Evaluación 10 -> 2025-05-20 21:54:01.073596 UTC
Evaluación 11 -> 2025-05-20 21:58:16.181574 UTC
Evaluación 12 -> 2025-05-20 22:02:31.749278 UTC
Evaluación 13 -> 2025-05-20 22:06:52.829231 UTC
Evaluación 14 -> 2025-05-20 22:11:14.509030 UTC
Evaluación 15 -> 2025-05-20 22:15:40.371787 UTC
Evaluación 16 -> 2025-05-20 22:19:56.390269 UTC
Evaluación 17 -> 2025-05-20 22:24:14.988437 UTC
Evaluación 18 -> 2025-05-20 22:28:32.851076 UTC
Evaluación 19 -> 2025-05-20 22:32:52.772179 UTC
Evaluación 20 -> 2025-05-20 22:37:11.581179 UTC
Evaluación 21 -> 2025-05-20 22:41:30.529715 UTC
Evaluación 22 -> 2025-05-20 22:45:45.630054 UTC
Evaluación 23 -> 2025-05-20 22:50:02.362058 UTC
Evaluación 24 -> 2025-05-20 22:54:24.282854 UTC
Evaluación 25 -> 2025-05-20 22:58:40.747166 UTC
Evaluación 26 -> 2025-05-20 23:02:58.524251 UTC
Evaluación 27 -> 2025-05-20 23:07:12.980733 UTC
Evaluación 28 -> 2025-05-20 23:11:26.874495 UTC
Evaluación 29 -> 2025-05-20 23:15:40.547327 UTC
Evaluación 30 -> 2025-05-20 23:19:53.687365 UTC
Evaluación 31 -> 2025-05-20 23:24:09.647324 UTC
Evaluación 32 -> 2025-05-20 23:28:25.517538 UTC
Evaluación 33 -> 2025-05-20 23:32:39.499351 UTC
Evaluación 34 -> 2025-05-20 23:36:53.697107 UTC
Evaluación 35 -> 2025-05-20 23:41:08.653899 UTC
