Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final
-,1.0,13:39:00,0.9228971962616822,0.9206370982003409,0.9228971962616822,0.9211927128034872,100,0.90018654
aleatorio,0.1,1:33:21,0.897196261682243,0.8937475974382824,0.897196261682243,0.8951849960037681,100,0.09001866
busqueda local,0.1,1:34:53,0.9065420560747663,0.9020846349733108,0.9065420560747663,0.9015164154998435,100,0.09001866
genetico,0.1,1:33:36,0.9077102803738317,0.9039475861787758,0.9077102803738317,0.904545376074087,100,0.09001866
memetico,0.1,1:34:35,0.9007009345794392,0.8971697796413856,0.9007009345794392,0.8985271270703719,100,0.09001866
genetico2,0.1,1:35:02,0.905373831775701,0.9021585593865087,0.905373831775701,0.9034477635364887,100,0.09001866
genetico3,0.1,1:34:32,0.9065420560747663,0.9032379910050448,0.9065420560747663,0.9045872463343759,109,0.09001866
