Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors
aleatorio,1.0,0:02:23,0.8010752688172043,0.8265037275635188,0.8010752688172043,0.7963808374409842,1,1.0,0.33333334,0.33333334,0.33333334
aleatorio,0.1,0:32:08,0.7849462365591398,0.7915182444308658,0.7849462365591398,0.7783281377179923,101,0.1,0.31349206,0.33333334,0.3531746
aleatorio,0.25,1:04:11,0.760752688172043,0.7922832488049879,0.760752688172043,0.7520932685746913,101,0.25,0.33650795,0.31269842,0.35079366
aleatorio,0.5,1:57:50,0.7876344086021505,0.8141737847029418,0.7876344086021505,0.7828346956267161,101,0.5,0.33333334,0.31587303,0.35079366
aleatorio,0.75,2:51:20,0.7956989247311828,0.8164761024343566,0.7956989247311828,0.7863957890193233,101,0.75,0.33280423,0.33650795,0.33068782
busqueda local,0.1,0:30:58,0.7876344086021505,0.8160547577888091,0.7876344086021505,0.7805377350084647,101,0.1,0.33730158,0.3531746,0.30952382
busqueda local,0.25,1:04:59,0.793010752688172,0.816049404886614,0.793010752688172,0.7872505334114955,101,0.25,0.32380953,0.31111112,0.36507937
busqueda local,0.5,1:57:58,0.7956989247311828,0.8298750920501248,0.7956989247311828,0.7912960398850863,101,0.5,0.33650795,0.31269842,0.35079366
busqueda local,0.75,2:51:34,0.7983870967741935,0.8199934900833488,0.7983870967741935,0.7892517900661266,101,0.75,0.33174604,0.33650795,0.33174604
genetico,0.1,0:31:02,0.7903225806451613,0.8064742357025443,0.7903225806451613,0.7816973873954726,101,0.1,0.3611111,0.33333334,0.30555555
genetico,0.25,1:04:54,0.7849462365591398,0.8108299421858745,0.7849462365591398,0.7765511096564203,101,0.25,0.32222223,0.30952382,0.36825398
genetico,0.5,1:58:21,0.8118279569892473,0.8329026701119725,0.8118279569892473,0.8074364803336765,101,0.5,0.32936507,0.32698414,0.3436508
genetico,0.75,2:51:38,0.8252688172043011,0.8470529095910958,0.8252688172043011,0.8158659944706456,101,0.75,0.34550264,0.33597884,0.31851852
memetico,0.1,0:30:41,0.7903225806451613,0.8032209559987338,0.7903225806451613,0.7802696505799794,101,0.1,0.33333334,0.30952382,0.35714287
memetico,0.25,1:03:41,0.7876344086021505,0.8123042014346363,0.7876344086021505,0.7802737240761529,101,0.25,0.31904763,0.31428573,0.36666667
memetico,0.5,1:59:01,0.793010752688172,0.8252232684585249,0.793010752688172,0.7891362620405501,101,0.5,0.32936507,0.33015874,0.34047619
memetico,0.75,2:51:38,0.793010752688172,0.8145771815645285,0.793010752688172,0.7809650805597255,101,0.75,0.33280423,0.33174604,0.33544973
genetico2,0.1,0:30:37,0.8172043010752689,0.819308856819468,0.8172043010752689,0.8111004859251703,101,0.1,0.29761904,0.28968254,0.41269842
genetico2,0.25,1:03:07,0.7983870967741935,0.8236166007905138,0.7983870967741935,0.7947238466536712,101,0.25,0.33333334,0.2968254,0.36984128
genetico2,0.5,2:00:10,0.803763440860215,0.8371528634507241,0.803763440860215,0.7996330391146943,101,0.5,0.32698414,0.32460317,0.3484127
genetico2,0.75,2:51:47,0.8091397849462365,0.8322682445759368,0.8091397849462365,0.800887054452392,101,0.75,0.33333334,0.32698414,0.33968255
genetico3,0.1,0:30:37,0.8440860215053764,0.8547989871053907,0.8440860215053764,0.8417417781593189,110,0.1,0.3531746,0.31349206,0.33333334
genetico3,0.25,1:03:29,0.7983870967741935,0.8236166007905138,0.7983870967741935,0.7947238466536712,101,0.25,0.33333334,0.2968254,0.36984128
genetico3,0.5,1:58:57,0.8118279569892473,0.8415802653090789,0.8118279569892473,0.8096054088710148,110,0.5,0.32857144,0.33333334,0.33809525
genetico3,0.75,2:51:44,0.793010752688172,0.8145771815645285,0.793010752688172,0.7809650805597255,110,0.75,0.33280423,0.33174604,0.33544973
