

---------------------------------------RPS  mobilenet  BUSQUEDA LOCAL (LIBRE)  6%----------------------------------------------
Evaluación 6 -> 2025-04-22 11:51:54.598651 UTC
Evaluación 7 -> 2025-04-22 11:54:39.965696 UTC
Evaluación 8 -> 2025-04-22 11:57:29.319691 UTC
Evaluación 9 -> 2025-04-22 12:00:13.924355 UTC
Evaluación 10 -> 2025-04-22 12:02:57.524488 UTC
Evaluación 11 -> 2025-04-22 12:05:44.075352 UTC
Evaluación 12 -> 2025-04-22 12:08:30.045136 UTC
Evaluación 13 -> 2025-04-22 12:11:16.764952 UTC
Evaluación 14 -> 2025-04-22 12:14:00.675512 UTC
Evaluación 15 -> 2025-04-22 12:16:45.928523 UTC
Evaluación 16 -> 2025-04-22 12:19:32.627399 UTC
Evaluación 17 -> 2025-04-22 12:22:15.687915 UTC
Evaluación 18 -> 2025-04-22 12:24:52.334795 UTC
Evaluación 19 -> 2025-04-22 12:27:39.786582 UTC
Evaluación 20 -> 2025-04-22 12:30:26.039861 UTC
Evaluación 21 -> 2025-04-22 12:33:15.237053 UTC
Evaluación 22 -> 2025-04-22 12:36:01.204245 UTC
Evaluación 23 -> 2025-04-22 12:38:50.050521 UTC
Evaluación 24 -> 2025-04-22 12:41:35.140889 UTC
Evaluación 25 -> 2025-04-22 12:44:20.837856 UTC
Evaluación 26 -> 2025-04-22 12:47:09.719787 UTC
Evaluación 27 -> 2025-04-22 12:49:59.227228 UTC
Evaluación 28 -> 2025-04-22 12:52:50.988737 UTC
Evaluación 29 -> 2025-04-22 12:55:40.936298 UTC
Evaluación 30 -> 2025-04-22 12:58:30.001246 UTC
Evaluación 31 -> 2025-04-22 13:01:16.983038 UTC
Evaluación 32 -> 2025-04-22 13:04:05.445514 UTC
Evaluación 33 -> 2025-04-22 13:06:52.022565 UTC
Evaluación 34 -> 2025-04-22 13:09:38.387045 UTC
Evaluación 35 -> 2025-04-22 13:12:22.496389 UTC
Evaluación 36 -> 2025-04-22 13:15:08.953660 UTC
Evaluación 37 -> 2025-04-22 13:17:51.090882 UTC
Evaluación 38 -> 2025-04-22 13:20:34.485971 UTC
Evaluación 39 -> 2025-04-22 13:23:16.525033 UTC
Evaluación 40 -> 2025-04-22 13:26:01.049368 UTC
Evaluación 41 -> 2025-04-22 13:28:40.513663 UTC
Evaluación 42 -> 2025-04-22 13:31:18.190992 UTC
Evaluación 43 -> 2025-04-22 13:33:50.377895 UTC
Evaluación 44 -> 2025-04-22 13:36:25.603400 UTC
Evaluación 45 -> 2025-04-22 13:39:01.283543 UTC
Evaluación 46 -> 2025-04-22 13:41:33.803643 UTC
Evaluación 47 -> 2025-04-22 13:44:06.906766 UTC
Evaluación 48 -> 2025-04-22 13:46:41.093276 UTC
Evaluación 49 -> 2025-04-22 13:49:13.915194 UTC
Evaluación 50 -> 2025-04-22 13:52:12.166882 UTC
Evaluación 51 -> 2025-04-22 13:55:03.944761 UTC
Evaluación 52 -> 2025-04-22 13:57:38.697322 UTC
Evaluación 53 -> 2025-04-22 14:00:12.925535 UTC
Evaluación 54 -> 2025-04-22 14:02:47.392893 UTC
Evaluación 55 -> 2025-04-22 14:05:22.937937 UTC
Evaluación 56 -> 2025-04-22 14:07:56.981430 UTC
Evaluación 57 -> 2025-04-22 14:10:34.727625 UTC
Evaluación 58 -> 2025-04-22 14:13:08.508059 UTC
Evaluación 59 -> 2025-04-22 14:15:42.774291 UTC
Evaluación 60 -> 2025-04-22 14:18:17.392158 UTC
Evaluación 61 -> 2025-04-22 14:20:53.565781 UTC
Evaluación 62 -> 2025-04-22 14:23:29.879122 UTC
Evaluación 63 -> 2025-04-22 14:26:08.016781 UTC
Evaluación 64 -> 2025-04-22 14:28:55.770330 UTC
Evaluación 65 -> 2025-04-22 14:31:36.903337 UTC
Evaluación 66 -> 2025-04-22 14:34:11.012065 UTC
Evaluación 67 -> 2025-04-22 14:36:47.523123 UTC
Evaluación 68 -> 2025-04-22 14:39:24.055851 UTC
Evaluación 69 -> 2025-04-22 14:42:07.275010 UTC
Evaluación 70 -> 2025-04-22 14:44:48.201497 UTC
Evaluación 71 -> 2025-04-22 14:47:24.972278 UTC
Evaluación 72 -> 2025-04-22 14:50:11.198432 UTC
Evaluación 73 -> 2025-04-22 14:52:58.908214 UTC
Evaluación 74 -> 2025-04-22 14:55:48.009363 UTC
Evaluación 75 -> 2025-04-22 14:58:35.673997 UTC
Evaluación 76 -> 2025-04-22 15:01:23.973412 UTC
Evaluación 77 -> 2025-04-22 15:04:10.841560 UTC
Evaluación 78 -> 2025-04-22 15:06:58.326021 UTC
Evaluación 79 -> 2025-04-22 15:09:47.570548 UTC
Evaluación 80 -> 2025-04-22 15:12:38.302731 UTC
Evaluación 81 -> 2025-04-22 15:15:24.210685 UTC
Evaluación 82 -> 2025-04-22 15:18:23.352838 UTC
Evaluación 83 -> 2025-04-22 15:21:14.496846 UTC
Evaluación 84 -> 2025-04-22 15:24:06.050313 UTC
Evaluación 85 -> 2025-04-22 15:26:56.749766 UTC
Evaluación 86 -> 2025-04-22 15:29:43.454228 UTC
Evaluación 87 -> 2025-04-22 15:32:33.311869 UTC
Evaluación 88 -> 2025-04-22 15:35:17.742790 UTC
Evaluación 89 -> 2025-04-22 15:38:04.965806 UTC
Evaluación 90 -> 2025-04-22 15:40:49.358232 UTC
Evaluación 91 -> 2025-04-22 15:43:35.292333 UTC
Evaluación 92 -> 2025-04-22 15:46:25.167002 UTC
Evaluación 93 -> 2025-04-22 15:49:12.469628 UTC
Evaluación 94 -> 2025-04-22 15:51:57.569997 UTC
Evaluación 95 -> 2025-04-22 15:54:44.211350 UTC
Evaluación 96 -> 2025-04-22 15:57:31.068269 UTC
Evaluación 97 -> 2025-04-22 16:00:14.658290 UTC
Evaluación 98 -> 2025-04-22 16:02:59.580547 UTC
Evaluación 99 -> 2025-04-22 16:05:25.942028 UTC
Evaluación 100 -> 2025-04-22 16:07:46.534942 UTC


---------------------------------------RPS  mobilenet  BUSQUEDA LOCAL (LIBRE)  71%----------------------------------------------

Start time: 2025-04-22 16:10:05.036051 UTC
Evaluación 1 -> 2025-04-22 16:11:57.358975 UTC
Evaluación 2 -> 2025-04-22 16:13:51.256965 UTC
Evaluación 3 -> 2025-04-22 16:15:42.859739 UTC
Evaluación 4 -> 2025-04-22 16:17:38.179322 UTC
Evaluación 5 -> 2025-04-22 16:19:33.660918 UTC
Evaluación 6 -> 2025-04-22 16:21:27.712405 UTC
Evaluación 7 -> 2025-04-22 16:23:22.634308 UTC
Evaluación 8 -> 2025-04-22 16:25:30.649915 UTC
Evaluación 9 -> 2025-04-22 16:27:43.204708 UTC
Evaluación 10 -> 2025-04-22 16:29:38.472165 UTC
Evaluación 11 -> 2025-04-22 16:31:58.300223 UTC
Evaluación 12 -> 2025-04-22 16:34:02.964493 UTC
Evaluación 13 -> 2025-04-22 16:35:59.673295 UTC
Evaluación 14 -> 2025-04-22 16:37:55.295753 UTC
Evaluación 15 -> 2025-04-22 16:40:06.042669 UTC
Evaluación 16 -> 2025-04-22 16:41:58.615813 UTC
Evaluación 17 -> 2025-04-22 16:43:56.752141 UTC
Evaluación 18 -> 2025-04-22 16:46:02.299137 UTC
Evaluación 19 -> 2025-04-22 16:47:58.719929 UTC
Evaluación 20 -> 2025-04-22 16:49:57.030537 UTC
Evaluación 21 -> 2025-04-22 16:51:52.391889 UTC
Evaluación 22 -> 2025-04-22 16:53:47.160723 UTC
Evaluación 23 -> 2025-04-22 16:55:40.240808 UTC
Evaluación 24 -> 2025-04-22 16:57:37.758264 UTC
Evaluación 25 -> 2025-04-22 16:59:33.798082 UTC
Evaluación 26 -> 2025-04-22 17:01:29.919315 UTC
Evaluación 27 -> 2025-04-22 17:03:25.664587 UTC
Evaluación 28 -> 2025-04-22 17:05:19.319077 UTC
Evaluación 29 -> 2025-04-22 17:07:17.419659 UTC
Evaluación 30 -> 2025-04-22 17:09:12.584680 UTC
Evaluación 31 -> 2025-04-22 17:11:09.160714 UTC
Evaluación 32 -> 2025-04-22 17:13:06.268151 UTC
Evaluación 33 -> 2025-04-22 17:15:02.695863 UTC
Evaluación 34 -> 2025-04-22 17:16:56.530342 UTC
Evaluación 35 -> 2025-04-22 17:18:52.859517 UTC
Evaluación 36 -> 2025-04-22 17:20:50.511350 UTC
Evaluación 37 -> 2025-04-22 17:22:46.415668 UTC
Evaluación 38 -> 2025-04-22 17:24:49.085431 UTC
Evaluación 39 -> 2025-04-22 17:26:43.504030 UTC
Evaluación 40 -> 2025-04-22 17:28:50.544446 UTC
Evaluación 41 -> 2025-04-22 17:30:46.620968 UTC
Evaluación 42 -> 2025-04-22 17:32:42.399609 UTC
Evaluación 43 -> 2025-04-22 17:34:43.293406 UTC
Evaluación 44 -> 2025-04-22 17:36:36.639646 UTC
Evaluación 45 -> 2025-04-22 17:38:32.601821 UTC
Evaluación 46 -> 2025-04-22 17:40:27.512141 UTC
Evaluación 47 -> 2025-04-22 17:42:25.216772 UTC
Evaluación 48 -> 2025-04-22 17:44:23.901976 UTC
Evaluación 49 -> 2025-04-22 17:46:22.222969 UTC
Evaluación 50 -> 2025-04-22 17:48:20.634799 UTC
Evaluación 51 -> 2025-04-22 17:50:19.509269 UTC
Evaluación 52 -> 2025-04-22 17:52:17.036819 UTC
Evaluación 53 -> 2025-04-22 17:54:11.411272 UTC
Evaluación 54 -> 2025-04-22 17:56:07.847326 UTC
Evaluación 55 -> 2025-04-22 17:58:03.080595 UTC
Evaluación 56 -> 2025-04-22 18:00:00.223977 UTC
Evaluación 57 -> 2025-04-22 18:01:58.627095 UTC
Evaluación 58 -> 2025-04-22 18:03:56.273160 UTC
Evaluación 59 -> 2025-04-22 18:05:53.135605 UTC
Evaluación 60 -> 2025-04-22 18:07:50.597639 UTC
Evaluación 61 -> 2025-04-22 18:09:48.511720 UTC
Evaluación 62 -> 2025-04-22 18:11:47.018570 UTC
Evaluación 63 -> 2025-04-22 18:13:47.362698 UTC
Evaluación 64 -> 2025-04-22 18:15:45.915126 UTC
Evaluación 65 -> 2025-04-22 18:17:43.539717 UTC
Evaluación 66 -> 2025-04-22 18:19:39.858597 UTC
Evaluación 67 -> 2025-04-22 18:21:35.946449 UTC
Evaluación 68 -> 2025-04-22 18:23:33.963698 UTC
Evaluación 69 -> 2025-04-22 18:25:29.969123 UTC
Evaluación 70 -> 2025-04-22 18:27:28.481320 UTC
Evaluación 71 -> 2025-04-22 18:29:43.606154 UTC
Evaluación 72 -> 2025-04-22 18:31:44.855571 UTC
Evaluación 73 -> 2025-04-22 18:33:42.591977 UTC
Evaluación 74 -> 2025-04-22 18:35:42.974372 UTC
Evaluación 75 -> 2025-04-22 18:37:44.604190 UTC
Evaluación 76 -> 2025-04-22 18:39:43.940872 UTC
Evaluación 77 -> 2025-04-22 18:41:41.075351 UTC
Evaluación 78 -> 2025-04-22 18:43:40.469662 UTC
Evaluación 79 -> 2025-04-22 18:45:38.686837 UTC
Evaluación 80 -> 2025-04-22 18:47:42.329146 UTC
Evaluación 81 -> 2025-04-22 18:49:47.111369 UTC
Evaluación 82 -> 2025-04-22 18:51:47.481132 UTC
Evaluación 83 -> 2025-04-22 18:53:50.354525 UTC
Evaluación 84 -> 2025-04-22 18:55:52.175485 UTC
Evaluación 85 -> 2025-04-22 18:57:52.559319 UTC
Evaluación 86 -> 2025-04-22 18:59:50.465303 UTC
Evaluación 87 -> 2025-04-22 19:01:49.710690 UTC
Evaluación 88 -> 2025-04-22 19:03:48.862910 UTC
Evaluación 89 -> 2025-04-22 19:05:46.798597 UTC
Evaluación 90 -> 2025-04-22 19:07:46.169169 UTC
Evaluación 91 -> 2025-04-22 19:10:06.952244 UTC
Evaluación 92 -> 2025-04-22 19:12:04.835155 UTC
Evaluación 93 -> 2025-04-22 19:14:03.350563 UTC
Evaluación 94 -> 2025-04-22 19:16:00.876759 UTC
Evaluación 95 -> 2025-04-22 19:18:01.298764 UTC
Evaluación 96 -> 2025-04-22 19:20:16.036483 UTC
Evaluación 97 -> 2025-04-22 19:22:18.030466 UTC
Evaluación 98 -> 2025-04-22 19:24:18.831979 UTC
Evaluación 99 -> 2025-04-22 19:26:20.083568 UTC
Evaluación 100 -> 2025-04-22 19:28:21.768338 UTC


---------------------------------------RPS  mobilenet  BUSQUEDA LOCAL (LIBRE)  35%----------------------------------------------

Start time: 2025-04-22 19:30:28.338656 UTC
Evaluación 1 -> 2025-04-22 19:31:42.847106 UTC
Evaluación 2 -> 2025-04-22 19:32:43.718601 UTC
Evaluación 3 -> 2025-04-22 19:33:41.060185 UTC
Evaluación 4 -> 2025-04-22 19:34:40.257326 UTC
Evaluación 5 -> 2025-04-22 19:35:41.760753 UTC
Evaluación 6 -> 2025-04-22 19:36:42.075004 UTC
Evaluación 7 -> 2025-04-22 19:37:43.357057 UTC
Evaluación 8 -> 2025-04-22 19:38:42.895311 UTC
Evaluación 9 -> 2025-04-22 19:39:45.455412 UTC
Evaluación 10 -> 2025-04-22 19:40:47.340405 UTC
Evaluación 11 -> 2025-04-22 19:41:46.338984 UTC
Evaluación 12 -> 2025-04-22 19:42:43.655889 UTC
Evaluación 13 -> 2025-04-22 19:43:45.845124 UTC
Evaluación 14 -> 2025-04-22 19:44:47.013835 UTC
Evaluación 15 -> 2025-04-22 19:45:46.797782 UTC
Evaluación 16 -> 2025-04-22 19:46:47.431898 UTC
Evaluación 17 -> 2025-04-22 19:47:43.490832 UTC
Evaluación 18 -> 2025-04-22 19:48:41.964256 UTC
Evaluación 19 -> 2025-04-22 19:49:39.496946 UTC
Evaluación 20 -> 2025-04-22 19:50:35.581113 UTC
Evaluación 21 -> 2025-04-22 19:51:33.142018 UTC
Evaluación 22 -> 2025-04-22 19:52:28.511003 UTC
Evaluación 23 -> 2025-04-22 19:53:23.209002 UTC
Evaluación 24 -> 2025-04-22 19:54:23.948169 UTC
Evaluación 25 -> 2025-04-22 19:55:19.856549 UTC
Evaluación 26 -> 2025-04-22 19:56:17.338869 UTC
Evaluación 27 -> 2025-04-22 19:57:13.945401 UTC
Evaluación 28 -> 2025-04-22 19:58:08.683616 UTC
Evaluación 29 -> 2025-04-22 19:59:04.029054 UTC
Evaluación 30 -> 2025-04-22 20:00:03.312683 UTC
Evaluación 31 -> 2025-04-22 20:00:57.210371 UTC
Evaluación 32 -> 2025-04-22 20:01:52.615989 UTC
Evaluación 33 -> 2025-04-22 20:02:47.426016 UTC
Evaluación 34 -> 2025-04-22 20:03:42.501770 UTC
Evaluación 35 -> 2025-04-22 20:04:39.273316 UTC
Evaluación 36 -> 2025-04-22 20:05:34.904350 UTC
Evaluación 37 -> 2025-04-22 20:06:32.303507 UTC
Evaluación 38 -> 2025-04-22 20:07:27.197101 UTC
Evaluación 39 -> 2025-04-22 20:08:24.526517 UTC
Evaluación 40 -> 2025-04-22 20:09:20.035441 UTC
Evaluación 41 -> 2025-04-22 20:10:15.430746 UTC
Evaluación 42 -> 2025-04-22 20:11:11.450683 UTC
Evaluación 43 -> 2025-04-22 20:12:18.315926 UTC
Evaluación 44 -> 2025-04-22 20:13:14.695906 UTC
Evaluación 45 -> 2025-04-22 20:14:09.055072 UTC
Evaluación 46 -> 2025-04-22 20:15:18.876551 UTC
Evaluación 47 -> 2025-04-22 20:16:35.066349 UTC
Evaluación 48 -> 2025-04-22 20:17:41.067216 UTC
Evaluación 49 -> 2025-04-22 20:18:38.043306 UTC
Evaluación 50 -> 2025-04-22 20:19:33.820175 UTC
Evaluación 51 -> 2025-04-22 20:20:31.725042 UTC
Evaluación 52 -> 2025-04-22 20:21:29.473072 UTC
Evaluación 53 -> 2025-04-22 20:22:26.236696 UTC
Evaluación 54 -> 2025-04-22 20:23:20.876669 UTC
Evaluación 55 -> 2025-04-22 20:24:16.088247 UTC
Evaluación 56 -> 2025-04-22 20:25:10.371173 UTC
Evaluación 57 -> 2025-04-22 20:26:06.873305 UTC
Evaluación 58 -> 2025-04-22 20:27:04.368324 UTC
Evaluación 59 -> 2025-04-22 20:28:01.197611 UTC
Evaluación 60 -> 2025-04-22 20:28:57.796024 UTC
Evaluación 61 -> 2025-04-22 20:29:54.501706 UTC
Evaluación 62 -> 2025-04-22 20:30:51.517275 UTC
Evaluación 63 -> 2025-04-22 20:31:49.058776 UTC
Evaluación 64 -> 2025-04-22 20:32:44.946909 UTC
Evaluación 65 -> 2025-04-22 20:33:41.478331 UTC
Evaluación 66 -> 2025-04-22 20:34:39.136945 UTC
Evaluación 67 -> 2025-04-22 20:35:36.408096 UTC
Evaluación 68 -> 2025-04-22 20:36:32.244047 UTC
Evaluación 69 -> 2025-04-22 20:37:27.802949 UTC
Evaluación 70 -> 2025-04-22 20:38:21.684006 UTC
Evaluación 71 -> 2025-04-22 20:39:16.257721 UTC
Evaluación 72 -> 2025-04-22 20:40:16.128433 UTC
Evaluación 73 -> 2025-04-22 20:41:11.770406 UTC
Evaluación 74 -> 2025-04-22 20:42:09.385900 UTC
Evaluación 75 -> 2025-04-22 20:43:05.535092 UTC
Evaluación 76 -> 2025-04-22 20:44:00.846941 UTC
Evaluación 77 -> 2025-04-22 20:44:56.129024 UTC
Evaluación 78 -> 2025-04-22 20:45:53.733973 UTC
Evaluación 79 -> 2025-04-22 20:46:48.231259 UTC
Evaluación 80 -> 2025-04-22 20:47:45.574378 UTC
Evaluación 81 -> 2025-04-22 20:48:42.150035 UTC
Evaluación 82 -> 2025-04-22 20:49:38.568308 UTC
Evaluación 83 -> 2025-04-22 20:50:37.499256 UTC
Evaluación 84 -> 2025-04-22 20:51:44.657912 UTC
Evaluación 85 -> 2025-04-22 20:52:56.907883 UTC
Evaluación 86 -> 2025-04-22 20:54:02.133739 UTC
Evaluación 87 -> 2025-04-22 20:55:00.528313 UTC
Evaluación 88 -> 2025-04-22 20:55:57.810114 UTC
Evaluación 89 -> 2025-04-22 20:56:53.834077 UTC
Evaluación 90 -> 2025-04-22 20:57:50.175965 UTC
Evaluación 91 -> 2025-04-22 20:58:47.340367 UTC
Evaluación 92 -> 2025-04-22 20:59:44.097984 UTC
Evaluación 93 -> 2025-04-22 21:00:41.095309 UTC
Evaluación 94 -> 2025-04-22 21:01:38.601562 UTC
Evaluación 95 -> 2025-04-22 21:02:34.815520 UTC
Evaluación 96 -> 2025-04-22 21:03:32.214456 UTC
Evaluación 97 -> 2025-04-22 21:04:28.591264 UTC
Evaluación 98 -> 2025-04-22 21:05:28.581173 UTC
Evaluación 99 -> 2025-04-22 21:06:29.991530 UTC
Evaluación 100 -> 2025-04-22 21:07:26.602896 UTC
