

---------------------------------------RPS  mobilenet  BUSQUEDA LOCAL (LIBRE)  6%----------------------------------------------
Evaluación 35 -> 2025-04-22 11:18:51.608841 UTC
Evaluación 36 -> 2025-04-22 11:19:20.794189 UTC
Evaluación 37 -> 2025-04-22 11:19:54.510240 UTC
Evaluación 38 -> 2025-04-22 11:20:28.755257 UTC
Evaluación 39 -> 2025-04-22 11:20:57.343125 UTC
Evaluación 40 -> 2025-04-22 11:21:28.265080 UTC
Evaluación 41 -> 2025-04-22 11:21:55.876977 UTC
Evaluación 42 -> 2025-04-22 11:22:25.410701 UTC
Evaluación 43 -> 2025-04-22 11:22:51.240235 UTC
Evaluación 44 -> 2025-04-22 11:23:19.032353 UTC
Evaluación 45 -> 2025-04-22 11:23:44.520290 UTC
Evaluación 46 -> 2025-04-22 11:24:11.675005 UTC
Evaluación 47 -> 2025-04-22 11:24:38.602862 UTC
Evaluación 48 -> 2025-04-22 11:25:06.816606 UTC
Evaluación 49 -> 2025-04-22 11:25:28.282774 UTC
Evaluación 50 -> 2025-04-22 11:25:56.127370 UTC
Evaluación 51 -> 2025-04-22 11:26:21.919692 UTC
Evaluación 52 -> 2025-04-22 11:26:46.675676 UTC
Evaluación 53 -> 2025-04-22 11:27:09.641430 UTC
Evaluación 54 -> 2025-04-22 11:27:38.002269 UTC
Evaluación 55 -> 2025-04-22 11:28:02.914674 UTC
Evaluación 56 -> 2025-04-22 11:28:24.654843 UTC
Evaluación 57 -> 2025-04-22 11:28:48.203790 UTC
Evaluación 58 -> 2025-04-22 11:29:09.733045 UTC
Evaluación 59 -> 2025-04-22 11:29:32.897404 UTC
Evaluación 60 -> 2025-04-22 11:29:57.707198 UTC
Evaluación 61 -> 2025-04-22 11:30:20.741955 UTC
Evaluación 62 -> 2025-04-22 11:30:44.745587 UTC
Evaluación 63 -> 2025-04-22 11:31:08.376202 UTC
Evaluación 64 -> 2025-04-22 11:31:31.686935 UTC
Evaluación 65 -> 2025-04-22 11:31:53.054932 UTC
Evaluación 66 -> 2025-04-22 11:32:20.856594 UTC
Evaluación 67 -> 2025-04-22 11:32:43.105198 UTC
Evaluación 68 -> 2025-04-22 11:33:07.200359 UTC
Evaluación 69 -> 2025-04-22 11:33:32.493546 UTC
Evaluación 70 -> 2025-04-22 11:33:58.965506 UTC
Evaluación 71 -> 2025-04-22 11:34:23.223547 UTC
Evaluación 72 -> 2025-04-22 11:34:51.122566 UTC
Evaluación 73 -> 2025-04-22 11:35:16.695190 UTC
Evaluación 74 -> 2025-04-22 11:35:41.212250 UTC
Evaluación 75 -> 2025-04-22 11:36:07.590577 UTC
Evaluación 76 -> 2025-04-22 11:36:31.099781 UTC
Evaluación 77 -> 2025-04-22 11:36:58.137015 UTC
Evaluación 78 -> 2025-04-22 11:37:27.454518 UTC
Evaluación 79 -> 2025-04-22 11:37:54.175570 UTC
Evaluación 80 -> 2025-04-22 11:38:16.279779 UTC
Evaluación 81 -> 2025-04-22 11:38:41.197843 UTC
Evaluación 82 -> 2025-04-22 11:39:06.543799 UTC
Evaluación 83 -> 2025-04-22 11:39:29.887912 UTC
Evaluación 84 -> 2025-04-22 11:39:52.918498 UTC
Evaluación 85 -> 2025-04-22 11:40:17.097351 UTC
Evaluación 86 -> 2025-04-22 11:40:40.522819 UTC
Evaluación 87 -> 2025-04-22 11:41:05.399403 UTC
Evaluación 88 -> 2025-04-22 11:41:29.935758 UTC
Evaluación 89 -> 2025-04-22 11:41:54.610476 UTC
Evaluación 90 -> 2025-04-22 11:42:15.890377 UTC
Evaluación 91 -> 2025-04-22 11:42:41.908197 UTC
Evaluación 92 -> 2025-04-22 11:43:09.349039 UTC
Evaluación 93 -> 2025-04-22 11:43:32.239474 UTC
Evaluación 94 -> 2025-04-22 11:43:59.340342 UTC
Evaluación 95 -> 2025-04-22 11:44:21.674602 UTC
Evaluación 96 -> 2025-04-22 11:44:46.820726 UTC
Evaluación 97 -> 2025-04-22 11:45:10.154273 UTC
Evaluación 98 -> 2025-04-22 11:45:31.462497 UTC
Evaluación 99 -> 2025-04-22 11:45:59.266910 UTC
Evaluación 100 -> 2025-04-22 11:46:25.443649 UTC


---------------------------------------RPS  mobilenet  BUSQUEDA LOCAL (LIBRE)  57%----------------------------------------------

Start time: 2025-04-22 11:46:51.444953 UTC
Evaluación 1 -> 2025-04-22 11:49:02.233529 UTC
Evaluación 2 -> 2025-04-22 11:51:15.763708 UTC
Evaluación 3 -> 2025-04-22 11:53:37.103989 UTC
Evaluación 4 -> 2025-04-22 11:55:51.355699 UTC
Evaluación 5 -> 2025-04-22 11:57:55.474362 UTC
Evaluación 6 -> 2025-04-22 12:00:04.275223 UTC
Evaluación 7 -> 2025-04-22 12:02:10.923540 UTC
Evaluación 8 -> 2025-04-22 12:04:16.790255 UTC
Evaluación 9 -> 2025-04-22 12:06:28.374519 UTC
Evaluación 10 -> 2025-04-22 12:08:38.884009 UTC
Evaluación 11 -> 2025-04-22 12:10:51.155190 UTC
Evaluación 12 -> 2025-04-22 12:13:05.533664 UTC
Evaluación 13 -> 2025-04-22 12:15:16.381982 UTC
Evaluación 14 -> 2025-04-22 12:17:27.988286 UTC
Evaluación 15 -> 2025-04-22 12:19:57.011046 UTC
Evaluación 16 -> 2025-04-22 12:22:09.690682 UTC
Evaluación 17 -> 2025-04-22 12:24:17.598345 UTC
Evaluación 18 -> 2025-04-22 12:26:24.617731 UTC
Evaluación 19 -> 2025-04-22 12:28:32.979638 UTC
Evaluación 20 -> 2025-04-22 12:30:39.406672 UTC
Evaluación 21 -> 2025-04-22 12:32:45.004779 UTC
Evaluación 22 -> 2025-04-22 12:34:53.894482 UTC
Evaluación 23 -> 2025-04-22 12:36:59.025418 UTC
Evaluación 24 -> 2025-04-22 12:39:03.845196 UTC
Evaluación 25 -> 2025-04-22 12:41:10.109870 UTC
Evaluación 26 -> 2025-04-22 12:43:14.572708 UTC
Evaluación 27 -> 2025-04-22 12:45:25.519299 UTC
Evaluación 28 -> 2025-04-22 12:47:34.516442 UTC
Evaluación 29 -> 2025-04-22 12:49:47.869713 UTC
Evaluación 30 -> 2025-04-22 12:51:55.989859 UTC
Evaluación 31 -> 2025-04-22 12:54:06.939186 UTC
Evaluación 32 -> 2025-04-22 12:56:21.142150 UTC
Evaluación 33 -> 2025-04-22 12:58:37.851466 UTC
Evaluación 34 -> 2025-04-22 13:00:50.141924 UTC
Evaluación 35 -> 2025-04-22 13:02:58.732963 UTC
Evaluación 36 -> 2025-04-22 13:05:08.628078 UTC
Evaluación 37 -> 2025-04-22 13:07:19.034549 UTC
Evaluación 38 -> 2025-04-22 13:09:27.578123 UTC
Evaluación 39 -> 2025-04-22 13:11:37.031859 UTC
Evaluación 40 -> 2025-04-22 13:13:41.419430 UTC
Evaluación 41 -> 2025-04-22 13:15:57.636914 UTC
Evaluación 42 -> 2025-04-22 13:18:10.130083 UTC
Evaluación 43 -> 2025-04-22 13:20:17.234400 UTC
Evaluación 44 -> 2025-04-22 13:22:21.444633 UTC
Evaluación 45 -> 2025-04-22 13:24:32.208102 UTC
Evaluación 46 -> 2025-04-22 13:26:36.953874 UTC
Evaluación 47 -> 2025-04-22 13:28:47.566018 UTC
Evaluación 48 -> 2025-04-22 13:30:49.469268 UTC
Evaluación 49 -> 2025-04-22 13:32:53.001418 UTC
Evaluación 50 -> 2025-04-22 13:34:57.720611 UTC
Evaluación 51 -> 2025-04-22 13:36:57.482559 UTC
Evaluación 52 -> 2025-04-22 13:39:00.289735 UTC
Evaluación 53 -> 2025-04-22 13:41:03.009625 UTC
Evaluación 54 -> 2025-04-22 13:43:06.520559 UTC
Evaluación 55 -> 2025-04-22 13:45:11.837997 UTC
Evaluación 56 -> 2025-04-22 13:47:15.226819 UTC
Evaluación 57 -> 2025-04-22 13:49:16.917507 UTC
Evaluación 58 -> 2025-04-22 13:51:21.786760 UTC
Evaluación 59 -> 2025-04-22 13:53:31.733595 UTC
Evaluación 60 -> 2025-04-22 13:55:43.051076 UTC
Evaluación 61 -> 2025-04-22 13:57:48.551076 UTC
Evaluación 62 -> 2025-04-22 13:59:53.296854 UTC
Evaluación 63 -> 2025-04-22 14:02:04.851895 UTC
Evaluación 64 -> 2025-04-22 14:04:25.985978 UTC
Evaluación 65 -> 2025-04-22 14:06:42.862804 UTC
Evaluación 66 -> 2025-04-22 14:08:48.873545 UTC
Evaluación 67 -> 2025-04-22 14:11:03.637621 UTC
Evaluación 68 -> 2025-04-22 14:13:36.537816 UTC
Evaluación 69 -> 2025-04-22 14:16:22.576929 UTC
Evaluación 70 -> 2025-04-22 14:19:08.615012 UTC
Evaluación 71 -> 2025-04-22 14:21:51.217732 UTC
Evaluación 72 -> 2025-04-22 14:24:32.677081 UTC
Evaluación 73 -> 2025-04-22 14:27:08.495669 UTC
Evaluación 74 -> 2025-04-22 14:29:47.305813 UTC
Evaluación 75 -> 2025-04-22 14:32:19.576807 UTC
Evaluación 76 -> 2025-04-22 14:35:00.142147 UTC
Evaluación 77 -> 2025-04-22 14:37:41.908031 UTC
Evaluación 78 -> 2025-04-22 14:40:28.466280 UTC
Evaluación 79 -> 2025-04-22 14:43:14.043163 UTC
Evaluación 80 -> 2025-04-22 14:46:14.757391 UTC
Evaluación 81 -> 2025-04-22 14:48:54.598881 UTC
Evaluación 82 -> 2025-04-22 14:51:39.873078 UTC
Evaluación 83 -> 2025-04-22 14:54:34.340349 UTC
Evaluación 84 -> 2025-04-22 14:57:19.476488 UTC
Evaluación 85 -> 2025-04-22 14:59:57.528652 UTC
Evaluación 86 -> 2025-04-22 15:03:30.016501 UTC
Evaluación 87 -> 2025-04-22 15:06:09.600008 UTC
Evaluación 88 -> 2025-04-22 15:08:44.230971 UTC
Evaluación 89 -> 2025-04-22 15:11:29.756867 UTC
Evaluación 90 -> 2025-04-22 15:14:03.562096 UTC
Evaluación 91 -> 2025-04-22 15:16:57.130803 UTC
Evaluación 92 -> 2025-04-22 15:19:49.746586 UTC
Evaluación 93 -> 2025-04-22 15:22:44.785806 UTC
Evaluación 94 -> 2025-04-22 15:25:34.195899 UTC
Evaluación 95 -> 2025-04-22 15:28:19.271536 UTC
Evaluación 96 -> 2025-04-22 15:30:55.578493 UTC
Evaluación 97 -> 2025-04-22 15:33:35.359301 UTC
Evaluación 98 -> 2025-04-22 15:36:16.102479 UTC
Evaluación 99 -> 2025-04-22 15:38:56.974794 UTC
Evaluación 100 -> 2025-04-22 15:41:43.005387 UTC


---------------------------------------RPS  mobilenet  BUSQUEDA LOCAL (LIBRE)  40%----------------------------------------------

Start time: 2025-04-22 15:44:32.494646 UTC
Evaluación 1 -> 2025-04-22 15:46:31.183643 UTC
Evaluación 2 -> 2025-04-22 15:48:28.830930 UTC
Evaluación 3 -> 2025-04-22 15:50:29.012005 UTC
Evaluación 4 -> 2025-04-22 15:52:27.493379 UTC
Evaluación 5 -> 2025-04-22 15:54:22.879341 UTC
Evaluación 6 -> 2025-04-22 15:56:23.133839 UTC
Evaluación 7 -> 2025-04-22 15:58:28.309245 UTC
Evaluación 8 -> 2025-04-22 16:00:30.275856 UTC
Evaluación 9 -> 2025-04-22 16:02:30.285293 UTC
Evaluación 10 -> 2025-04-22 16:04:23.731558 UTC
Evaluación 11 -> 2025-04-22 16:06:03.434494 UTC
Evaluación 12 -> 2025-04-22 16:07:45.050211 UTC
Evaluación 13 -> 2025-04-22 16:09:27.502434 UTC
Evaluación 14 -> 2025-04-22 16:11:07.651130 UTC
Evaluación 15 -> 2025-04-22 16:12:49.716180 UTC
Evaluación 16 -> 2025-04-22 16:14:28.504697 UTC
Evaluación 17 -> 2025-04-22 16:16:11.552397 UTC
Evaluación 18 -> 2025-04-22 16:17:48.643941 UTC
Evaluación 19 -> 2025-04-22 16:19:30.141426 UTC
Evaluación 20 -> 2025-04-22 16:21:10.404549 UTC
Evaluación 21 -> 2025-04-22 16:22:46.149091 UTC
Evaluación 22 -> 2025-04-22 16:24:21.046606 UTC
Evaluación 23 -> 2025-04-22 16:26:25.311840 UTC
Evaluación 24 -> 2025-04-22 16:28:01.890798 UTC
Evaluación 25 -> 2025-04-22 16:29:42.502811 UTC
Evaluación 26 -> 2025-04-22 16:31:44.463519 UTC
Evaluación 27 -> 2025-04-22 16:33:29.606021 UTC
Evaluación 28 -> 2025-04-22 16:35:08.867602 UTC
Evaluación 29 -> 2025-04-22 16:36:46.881162 UTC
Evaluación 30 -> 2025-04-22 16:38:24.432813 UTC
Evaluación 31 -> 2025-04-22 16:40:14.121485 UTC
Evaluación 32 -> 2025-04-22 16:41:49.116786 UTC
Evaluación 33 -> 2025-04-22 16:43:28.060640 UTC
Evaluación 34 -> 2025-04-22 16:45:22.404396 UTC
Evaluación 35 -> 2025-04-22 16:47:02.045348 UTC
Evaluación 36 -> 2025-04-22 16:48:51.823980 UTC
Evaluación 37 -> 2025-04-22 16:50:34.563189 UTC
Evaluación 38 -> 2025-04-22 16:52:16.743267 UTC
Evaluación 39 -> 2025-04-22 16:53:53.670035 UTC
Evaluación 40 -> 2025-04-22 16:55:33.188435 UTC
Evaluación 41 -> 2025-04-22 16:57:11.302491 UTC
Evaluación 42 -> 2025-04-22 16:58:52.198816 UTC
Evaluación 43 -> 2025-04-22 17:00:32.202439 UTC
Evaluación 44 -> 2025-04-22 17:02:08.394498 UTC
Evaluación 45 -> 2025-04-22 17:03:48.344335 UTC
Evaluación 46 -> 2025-04-22 17:05:25.721870 UTC
Evaluación 47 -> 2025-04-22 17:07:05.672414 UTC
Evaluación 48 -> 2025-04-22 17:08:43.370205 UTC
Evaluación 49 -> 2025-04-22 17:10:23.386600 UTC
Evaluación 50 -> 2025-04-22 17:12:01.809548 UTC
Evaluación 51 -> 2025-04-22 17:13:37.358319 UTC
Evaluación 52 -> 2025-04-22 17:15:17.035169 UTC
Evaluación 53 -> 2025-04-22 17:16:56.109798 UTC
Evaluación 54 -> 2025-04-22 17:18:32.314169 UTC
Evaluación 55 -> 2025-04-22 17:20:13.062855 UTC
Evaluación 56 -> 2025-04-22 17:21:49.451478 UTC
Evaluación 57 -> 2025-04-22 17:23:25.341358 UTC
Evaluación 58 -> 2025-04-22 17:25:02.952583 UTC
Evaluación 59 -> 2025-04-22 17:26:35.092491 UTC
Evaluación 60 -> 2025-04-22 17:28:13.926936 UTC
Evaluación 61 -> 2025-04-22 17:29:57.155361 UTC
Evaluación 62 -> 2025-04-22 17:31:31.003072 UTC
Evaluación 63 -> 2025-04-22 17:33:03.529822 UTC
Evaluación 64 -> 2025-04-22 17:34:43.020271 UTC
Evaluación 65 -> 2025-04-22 17:36:16.582494 UTC
Evaluación 66 -> 2025-04-22 17:37:44.437686 UTC
Evaluación 67 -> 2025-04-22 17:39:18.164220 UTC
Evaluación 68 -> 2025-04-22 17:40:47.910373 UTC
Evaluación 69 -> 2025-04-22 17:42:21.734654 UTC
Evaluación 70 -> 2025-04-22 17:43:54.306393 UTC
Evaluación 71 -> 2025-04-22 17:45:28.369903 UTC
Evaluación 72 -> 2025-04-22 17:47:02.247131 UTC
Evaluación 73 -> 2025-04-22 17:48:36.042402 UTC
Evaluación 74 -> 2025-04-22 17:50:07.437248 UTC
Evaluación 75 -> 2025-04-22 17:51:42.667342 UTC
Evaluación 76 -> 2025-04-22 17:53:14.896775 UTC
Evaluación 77 -> 2025-04-22 17:54:46.642195 UTC
Evaluación 78 -> 2025-04-22 17:56:13.233934 UTC
Evaluación 79 -> 2025-04-22 17:57:43.928793 UTC
Evaluación 80 -> 2025-04-22 17:59:12.876941 UTC
Evaluación 81 -> 2025-04-22 18:00:39.593044 UTC
Evaluación 82 -> 2025-04-22 18:02:08.867706 UTC
Evaluación 83 -> 2025-04-22 18:03:35.899172 UTC
Evaluación 84 -> 2025-04-22 18:05:09.419623 UTC
Evaluación 85 -> 2025-04-22 18:06:35.404941 UTC
Evaluación 86 -> 2025-04-22 18:08:03.629771 UTC
Evaluación 87 -> 2025-04-22 18:09:29.686203 UTC
Evaluación 88 -> 2025-04-22 18:10:57.908911 UTC
Evaluación 89 -> 2025-04-22 18:12:26.106187 UTC
Evaluación 90 -> 2025-04-22 18:13:54.093629 UTC
Evaluación 91 -> 2025-04-22 18:15:23.402408 UTC
Evaluación 92 -> 2025-04-22 18:16:49.487464 UTC
Evaluación 93 -> 2025-04-22 18:18:19.187014 UTC
Evaluación 94 -> 2025-04-22 18:19:48.065249 UTC
Evaluación 95 -> 2025-04-22 18:21:13.648592 UTC
Evaluación 96 -> 2025-04-22 18:22:39.787093 UTC
Evaluación 97 -> 2025-04-22 18:24:05.980563 UTC
Evaluación 98 -> 2025-04-22 18:25:28.096371 UTC
Evaluación 99 -> 2025-04-22 18:26:58.628045 UTC
Evaluación 100 -> 2025-04-22 18:28:37.203086 UTC


---------------------------------------RPS  mobilenet  BUSQUEDA LOCAL (LIBRE)  12%----------------------------------------------

Start time: 2025-04-22 18:30:07.201839 UTC
Evaluación 1 -> 2025-04-22 18:30:38.948219 UTC
Evaluación 2 -> 2025-04-22 18:31:13.383667 UTC
Evaluación 3 -> 2025-04-22 18:31:46.113131 UTC
Evaluación 4 -> 2025-04-22 18:32:21.155201 UTC
Evaluación 5 -> 2025-04-22 18:32:54.470979 UTC
Evaluación 6 -> 2025-04-22 18:33:28.630470 UTC
Evaluación 7 -> 2025-04-22 18:34:03.817356 UTC
Evaluación 8 -> 2025-04-22 18:34:39.615815 UTC
Evaluación 9 -> 2025-04-22 18:35:14.579960 UTC
Evaluación 10 -> 2025-04-22 18:35:45.917689 UTC
Evaluación 11 -> 2025-04-22 18:36:23.425662 UTC
Evaluación 12 -> 2025-04-22 18:36:59.415499 UTC
Evaluación 13 -> 2025-04-22 18:37:35.169252 UTC
Evaluación 14 -> 2025-04-22 18:38:09.883236 UTC
Evaluación 15 -> 2025-04-22 18:38:43.523018 UTC
Evaluación 16 -> 2025-04-22 18:39:17.300597 UTC
Evaluación 17 -> 2025-04-22 18:39:55.272861 UTC
Evaluación 18 -> 2025-04-22 18:40:30.573077 UTC
Evaluación 19 -> 2025-04-22 18:41:03.254528 UTC
Evaluación 20 -> 2025-04-22 18:41:34.788132 UTC
Evaluación 21 -> 2025-04-22 18:42:08.190116 UTC
Evaluación 22 -> 2025-04-22 18:42:44.734238 UTC
Evaluación 23 -> 2025-04-22 18:43:19.816792 UTC
Evaluación 24 -> 2025-04-22 18:43:52.586720 UTC
Evaluación 25 -> 2025-04-22 18:44:29.371392 UTC
Evaluación 26 -> 2025-04-22 18:45:01.547959 UTC
Evaluación 27 -> 2025-04-22 18:45:36.865006 UTC
Evaluación 28 -> 2025-04-22 18:46:16.365653 UTC
Evaluación 29 -> 2025-04-22 18:46:55.342619 UTC
Evaluación 30 -> 2025-04-22 18:47:31.506552 UTC
Evaluación 31 -> 2025-04-22 18:48:09.262239 UTC
Evaluación 32 -> 2025-04-22 18:48:50.378909 UTC
Evaluación 33 -> 2025-04-22 18:49:27.770653 UTC
Evaluación 34 -> 2025-04-22 18:50:01.262408 UTC
Evaluación 35 -> 2025-04-22 18:50:35.388948 UTC
Evaluación 36 -> 2025-04-22 18:51:11.363536 UTC
Evaluación 37 -> 2025-04-22 18:51:46.439972 UTC
Evaluación 38 -> 2025-04-22 18:52:25.230671 UTC
Evaluación 39 -> 2025-04-22 18:52:56.944477 UTC
Evaluación 40 -> 2025-04-22 18:53:32.990771 UTC
Evaluación 41 -> 2025-04-22 18:54:11.723639 UTC
Evaluación 42 -> 2025-04-22 18:54:49.635627 UTC
Evaluación 43 -> 2025-04-22 18:55:23.326370 UTC
Evaluación 44 -> 2025-04-22 18:55:59.452097 UTC
Evaluación 45 -> 2025-04-22 18:56:38.125391 UTC
Evaluación 46 -> 2025-04-22 18:57:16.248222 UTC
Evaluación 47 -> 2025-04-22 18:57:53.368923 UTC
Evaluación 48 -> 2025-04-22 18:58:31.901872 UTC
Evaluación 49 -> 2025-04-22 18:59:10.629169 UTC
Evaluación 50 -> 2025-04-22 18:59:48.344828 UTC
Evaluación 51 -> 2025-04-22 19:00:23.687225 UTC
Evaluación 52 -> 2025-04-22 19:01:01.880499 UTC
Evaluación 53 -> 2025-04-22 19:01:42.506232 UTC
Evaluación 54 -> 2025-04-22 19:02:22.077091 UTC
Evaluación 55 -> 2025-04-22 19:02:59.649832 UTC
Evaluación 56 -> 2025-04-22 19:03:35.788951 UTC
Evaluación 57 -> 2025-04-22 19:04:11.629524 UTC
Evaluación 58 -> 2025-04-22 19:04:48.507976 UTC
Evaluación 59 -> 2025-04-22 19:05:23.113124 UTC
Evaluación 60 -> 2025-04-22 19:06:02.315663 UTC
Evaluación 61 -> 2025-04-22 19:06:39.916548 UTC
Evaluación 62 -> 2025-04-22 19:07:15.225389 UTC
Evaluación 63 -> 2025-04-22 19:07:52.597046 UTC
Evaluación 64 -> 2025-04-22 19:08:38.049425 UTC
Evaluación 65 -> 2025-04-22 19:09:18.930474 UTC
Evaluación 66 -> 2025-04-22 19:09:53.549752 UTC
Evaluación 67 -> 2025-04-22 19:10:32.245015 UTC
Evaluación 68 -> 2025-04-22 19:11:07.335577 UTC
Evaluación 69 -> 2025-04-22 19:11:48.629188 UTC
Evaluación 70 -> 2025-04-22 19:12:28.568675 UTC
Evaluación 71 -> 2025-04-22 19:13:08.674606 UTC
Evaluación 72 -> 2025-04-22 19:13:47.492211 UTC
Evaluación 73 -> 2025-04-22 19:14:24.698724 UTC
Evaluación 74 -> 2025-04-22 19:14:58.752284 UTC
Evaluación 75 -> 2025-04-22 19:15:38.270354 UTC
Evaluación 76 -> 2025-04-22 19:16:13.758771 UTC
Evaluación 77 -> 2025-04-22 19:16:49.332160 UTC
Evaluación 78 -> 2025-04-22 19:17:25.685290 UTC
Evaluación 79 -> 2025-04-22 19:18:01.667072 UTC
Evaluación 80 -> 2025-04-22 19:18:36.786054 UTC
Evaluación 81 -> 2025-04-22 19:19:09.769566 UTC
Evaluación 82 -> 2025-04-22 19:19:49.119849 UTC
Evaluación 83 -> 2025-04-22 19:20:24.191683 UTC
Evaluación 84 -> 2025-04-22 19:20:59.397732 UTC
Evaluación 85 -> 2025-04-22 19:21:33.172050 UTC
Evaluación 86 -> 2025-04-22 19:22:09.018555 UTC
Evaluación 87 -> 2025-04-22 19:22:42.773843 UTC
Evaluación 88 -> 2025-04-22 19:23:19.283658 UTC
Evaluación 89 -> 2025-04-22 19:23:55.386245 UTC
Evaluación 90 -> 2025-04-22 19:24:32.167918 UTC
Evaluación 91 -> 2025-04-22 19:25:08.176002 UTC
Evaluación 92 -> 2025-04-22 19:25:44.485897 UTC
Evaluación 93 -> 2025-04-22 19:26:21.926730 UTC
Evaluación 94 -> 2025-04-22 19:26:57.142808 UTC
Evaluación 95 -> 2025-04-22 19:27:34.813189 UTC
Evaluación 96 -> 2025-04-22 19:28:15.235829 UTC
Evaluación 97 -> 2025-04-22 19:28:51.751925 UTC
Evaluación 98 -> 2025-04-22 19:29:27.829154 UTC
Evaluación 99 -> 2025-04-22 19:30:06.390973 UTC
Evaluación 100 -> 2025-04-22 19:30:44.944974 UTC
