Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Airplane,Porcentaje Automobile,Porcentaje Bird,Porcentaje Cat,Porcentaje Deer,Porcentaje Dog,Porcentaje Frog,Porcentaje Horse,Porcentaje Ship,Porcentaje Truck
MA-F,0.1,4:44:06,0.753511,0.753298,0.752702,0.753,100,0.13,0.0982,0.1002,0.0962,0.1098,0.1004,0.1,0.098,0.089,0.105,0.1032
MA-F,0.25,10:33:40,0.781527,0.780876,0.780289,0.780582,100,0.33,0.1024,0.0998,0.1014,0.0951,0.0978,0.1005,0.0984,0.1015,0.1033,0.0998
MA-F,0.5,19:52:46,0.804143,0.803172,0.802354,0.802763,100,0.62,0.0992,0.1009,0.0995,0.0973,0.099,0.0998,0.1035,0.0993,0.1008,0.1007
MA-F,0.75,20:13:52,0.80443,0.803638,0.803074,0.803356,100,0.89,0.0993,0.0999,0.1003,0.101,0.1002,0.0999,0.101,0.0993,0.0994,0.0998
