Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Airplane,Porcentaje Automobile,Porcentaje Bird,Porcentaje Cat,Porcentaje Deer,Porcentaje Dog,Porcentaje Frog,Porcentaje Horse,Porcentaje Ship,Porcentaje Truck
MA-F,0.1,3:12:51,0.778156,0.777936,0.777346,0.77764,100,0.13,0.0988,0.1006,0.1028,0.1046,0.099,0.1024,0.0988,0.0998,0.0962,0.097
MA-F,0.25,7:04:07,0.782366,0.781523,0.78055,0.781037,100,0.34,0.0993,0.0976,0.1003,0.0966,0.0986,0.1015,0.1005,0.1054,0.1,0.1002
MA-F,0.5,13:31:44,0.793363,0.792864,0.792172,0.792518,100,0.62,0.0981,0.0974,0.0996,0.1003,0.0996,0.0992,0.1024,0.1011,0.1011,0.1011
MA-F,0.75,19:55:37,0.789898,0.789039,0.788266,0.788653,100,0.88,0.1001,0.1007,0.0998,0.1001,0.1003,0.1001,0.1002,0.0999,0.0997,0.0993
