Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Airplane,Porcentaje Automobile,Porcentaje Bird,Porcentaje Cat,Porcentaje Deer,Porcentaje Dog,Porcentaje Frog,Porcentaje Horse,Porcentaje Ship,Porcentaje Truck
MA-F,0.1,3:18:31,0.761876,0.761282,0.760878,0.76108,100,0.14,0.102,0.0938,0.1002,0.0986,0.0972,0.0978,0.0956,0.1112,0.1074,0.0962
MA-F,0.25,7:17:10,0.782679,0.782293,0.781482,0.781887,100,0.33,0.101,0.1031,0.099,0.1032,0.101,0.0995,0.099,0.101,0.094,0.0991
MA-F,0.5,13:56:51,0.807626,0.807327,0.806944,0.807136,100,0.63,0.1027,0.0994,0.1021,0.0997,0.0999,0.0999,0.0982,0.1006,0.0971,0.1005
MA-F,0.75,20:32:08,0.791666,0.791305,0.791081,0.791193,100,0.89,0.0987,0.1006,0.0999,0.1003,0.1002,0.1007,0.0997,0.1002,0.0995,0.1002
