Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors
GA,0.1,0:30:34,0.7634,0.7959,0.7634,0.7484,100,0.1,0.3294,0.3214,0.3492
GA,0.25,1:01:51,0.8145,0.8257,0.8145,0.8048,100,0.25,0.3492,0.319,0.3317
GA,0.5,1:55:51,0.8011,0.8188,0.8011,0.7952,100,0.5,0.3246,0.3484,0.327
GA,0.75,2:48:01,0.8306,0.8478,0.8306,0.8255,100,0.75,0.3423,0.327,0.3307
