

---------------------------------------RPS  mobilenet  GENETICO3  10%----------------------------------------------

Start time: 2025-04-07 16:33:49.536198 UTC
Evaluación 1 -> 2025-04-07 16:34:38.282448 UTC
Evaluación 2 -> 2025-04-07 16:34:57.707723 UTC
Evaluación 3 -> 2025-04-07 16:35:18.646727 UTC
Evaluación 4 -> 2025-04-07 16:35:41.045309 UTC
Evaluación 5 -> 2025-04-07 16:36:02.737663 UTC
Evaluación 6 -> 2025-04-07 16:36:25.505525 UTC
Evaluación 7 -> 2025-04-07 16:36:54.887402 UTC
Evaluación 8 -> 2025-04-07 16:37:18.770938 UTC
Evaluación 9 -> 2025-04-07 16:37:38.747268 UTC
Evaluación 10 -> 2025-04-07 16:38:02.992961 UTC
Evaluación 11 -> 2025-04-07 16:38:23.099421 UTC
Evaluación 12 -> 2025-04-07 16:38:43.242465 UTC
