Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors
GA-PR,0.1,0:29:56,0.7661,0.8101,0.7661,0.7501,100,0.1,0.3254,0.3532,0.3214
GA-PR,0.25,1:02:38,0.8065,0.8206,0.8065,0.796,100,0.25,0.3397,0.2921,0.3683
GA-PR,0.5,1:56:53,0.8118,0.8286,0.8118,0.8076,100,0.5,0.3262,0.3381,0.3357
GA-PR,0.75,2:50:20,0.8306,0.8478,0.8306,0.8255,100,0.75,0.3423,0.327,0.3307
