Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors
MEM,0.1,0:24:04,0.8226,0.8364,0.8226,0.8182,100,0.1,0.3571,0.3175,0.3254
MEM,0.25,0:50:07,0.8091,0.8219,0.8091,0.8005,100,0.25,0.2921,0.3587,0.3492
MEM,0.5,1:35:09,0.8145,0.8329,0.8145,0.8075,100,0.5,0.3421,0.3111,0.3468
MEM,0.75,2:23:05,0.8226,0.8391,0.8226,0.8166,100,0.75,0.3376,0.3312,0.3312
