Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Drawings,Porcentaje Engraving,Porcentaje Iconography,Porcentaje Painting,Porcentaje Sculpture
memetico,0.25,3:12:35,0.9182,0.9151,0.9182,0.9159,100,0.25,0.1425,0.1031,0.2684,0.2482,0.2378
memetico,0.5,6:15:33,0.9252,0.9235,0.9252,0.924,100,0.5,0.1536,0.0966,0.2611,0.2684,0.2202
memetico (libre),0.25,3:05:16,0.9194,0.9169,0.9194,0.9177,100,0.2592,0.1534,0.1019,0.2569,0.2589,0.2289
memetico (libre),0.5,7:39:56,0.9322,0.9309,0.9322,0.9313,100,0.8304,0.1429,0.098,0.2698,0.2644,0.2249
