Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Airplane,Porcentaje Automobile,Porcentaje Bird,Porcentaje Cat,Porcentaje Deer,Porcentaje Dog,Porcentaje Frog,Porcentaje Horse,Porcentaje Ship,Porcentaje Truck
RS,0.1,0:05:52,0.7342,0.7359,0.7342,0.7337,2,0.1,0.1056,0.0982,0.0932,0.1004,0.1114,0.097,0.1012,0.097,0.0974,0.0986
LS,0.1,0:05:41,0.7342,0.7359,0.7342,0.7337,2,0.1,0.1056,0.0982,0.0932,0.1004,0.1114,0.097,0.1012,0.097,0.0974,0.0986
LS-F,0.1,0:03:49,0.724,0.7291,0.724,0.7251,2,0.06,0.1013,0.0987,0.0947,0.0967,0.1157,0.1043,0.0993,0.0903,0.1037,0.0953
GA,0.1,0:05:39,0.7342,0.7359,0.7342,0.7337,2,0.1,0.1056,0.0982,0.0932,0.1004,0.1114,0.097,0.1012,0.097,0.0974,0.0986
MA,0.1,0:28:19,0.7408,0.7441,0.7408,0.7409,10,0.1,0.1016,0.0946,0.102,0.096,0.1038,0.0972,0.1058,0.0978,0.1024,0.0988
MA-F,0.1,0:28:23,0.7408,0.7441,0.7408,0.7409,10,0.1,0.1016,0.0946,0.102,0.096,0.1038,0.0972,0.1058,0.0978,0.1024,0.0988
GA-WC,0.1,0:05:39,0.7342,0.7359,0.7342,0.7337,2,0.1,0.1056,0.0982,0.0932,0.1004,0.1114,0.097,0.1012,0.097,0.0974,0.0986
GA-WC-F,0.1,0:05:39,0.7342,0.7359,0.7342,0.7337,2,0.1,0.1056,0.0982,0.0932,0.1004,0.1114,0.097,0.1012,0.097,0.0974,0.0986
GA-PR,0.1,0:05:39,0.7342,0.7359,0.7342,0.7337,2,0.1,0.1056,0.0982,0.0932,0.1004,0.1114,0.097,0.1012,0.097,0.0974,0.0986
