Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Airplane,Porcentaje Automobile,Porcentaje Bird,Porcentaje Cat,Porcentaje Deer,Porcentaje Dog,Porcentaje Frog,Porcentaje Horse,Porcentaje Ship,Porcentaje Truck
RS,0.1,0:05:57,0.7401,0.7418,0.7401,0.7394,2,0.1,0.0952,0.0986,0.1038,0.104,0.0964,0.0976,0.1002,0.1056,0.0942,0.1044
LS,0.1,0:05:44,0.738,0.7394,0.738,0.7362,2,0.1,0.1004,0.101,0.1062,0.1,0.0964,0.094,0.1056,0.0942,0.1012,0.101
LS-F,0.1,0:03:53,0.7212,0.7283,0.7212,0.7215,2,0.06,0.1063,0.0967,0.1053,0.095,0.087,0.0977,0.1013,0.0967,0.104,0.11
GA,0.1,0:05:44,0.7401,0.7418,0.7401,0.7394,2,0.1,0.0952,0.0986,0.1038,0.104,0.0964,0.0976,0.1002,0.1056,0.0942,0.1044
MA,0.1,0:28:32,0.7401,0.7418,0.7401,0.7394,10,0.1,0.0952,0.0986,0.1038,0.104,0.0964,0.0976,0.1002,0.1056,0.0942,0.1044
MA-F,0.1,0:28:38,0.7401,0.7418,0.7401,0.7394,10,0.1,0.0952,0.0986,0.1038,0.104,0.0964,0.0976,0.1002,0.1056,0.0942,0.1044
GA-WC,0.1,0:05:44,0.7401,0.7418,0.7401,0.7394,2,0.1,0.0952,0.0986,0.1038,0.104,0.0964,0.0976,0.1002,0.1056,0.0942,0.1044
GA-WC-F,0.1,0:05:43,0.7401,0.7418,0.7401,0.7394,2,0.1,0.0952,0.0986,0.1038,0.104,0.0964,0.0976,0.1002,0.1056,0.0942,0.1044
GA-PR,0.1,0:05:45,0.7401,0.7418,0.7401,0.7394,2,0.1,0.0952,0.0986,0.1038,0.104,0.0964,0.0976,0.1002,0.1056,0.0942,0.1044
