Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Airplane,Porcentaje Automobile,Porcentaje Bird,Porcentaje Cat,Porcentaje Deer,Porcentaje Dog,Porcentaje Frog,Porcentaje Horse,Porcentaje Ship,Porcentaje Truck
RS,0.1,0:05:55,0.7375,0.7361,0.7375,0.7358,2,0.1,0.1002,0.099,0.0988,0.0914,0.1038,0.1026,0.1008,0.1032,0.1044,0.0958
LS,0.1,0:05:42,0.734,0.7389,0.734,0.7344,2,0.1,0.0948,0.101,0.1038,0.0986,0.0986,0.0982,0.099,0.098,0.1068,0.1012
LS-F,0.1,0:03:52,0.7208,0.7243,0.7208,0.7212,2,0.06,0.088,0.1033,0.1057,0.0973,0.102,0.0947,0.098,0.1017,0.1093,0.1
GA,0.1,0:05:43,0.7375,0.7361,0.7375,0.7358,2,0.1,0.1002,0.099,0.0988,0.0914,0.1038,0.1026,0.1008,0.1032,0.1044,0.0958
MA,0.1,0:28:32,0.7418,0.7473,0.7418,0.743,10,0.1,0.0938,0.1014,0.1052,0.1056,0.0978,0.1034,0.104,0.0942,0.0982,0.0964
MA-F,0.1,0:28:38,0.7418,0.7473,0.7418,0.743,10,0.1,0.0938,0.1014,0.1052,0.1056,0.0978,0.1034,0.104,0.0942,0.0982,0.0964
GA-WC,0.1,0:05:42,0.7375,0.7361,0.7375,0.7358,2,0.1,0.1002,0.099,0.0988,0.0914,0.1038,0.1026,0.1008,0.1032,0.1044,0.0958
GA-WC-F,0.1,0:05:42,0.7375,0.7361,0.7375,0.7358,2,0.1,0.1002,0.099,0.0988,0.0914,0.1038,0.1026,0.1008,0.1032,0.1044,0.0958
GA-PR,0.1,0:05:45,0.7375,0.7361,0.7375,0.7358,2,0.1,0.1002,0.099,0.0988,0.0914,0.1038,0.1026,0.1008,0.1032,0.1044,0.0958
