Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Drawings,Porcentaje Engraving,Porcentaje Iconography,Porcentaje Painting,Porcentaje Sculpture
MA-F,0.25,2:59:22,0.9194,0.9184,0.9194,0.918,100,0.2972,0.1364,0.1003,0.272,0.2703,0.221
MA-F,0.5,7:33:36,0.9299,0.929,0.9299,0.9292,100,0.7913,0.1437,0.0985,0.2642,0.2665,0.227
MA-F,0.75,14:05:39,0.9322,0.931,0.9322,0.9315,100,0.954,0.142,0.0983,0.2687,0.2641,0.2269
