Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final
-,1.0,0:02:22,0.7688172043010753,0.8042518394495252,0.7688172043010753,0.7564329932515012,1,0.86094975
aleatorio,0.1,0:31:12,0.8172043010752689,0.8216935935941313,0.8172043010752689,0.8162582820310892,100,0.086094975
aleatorio,0.25,1:05:58,0.7983870967741935,0.8068426984137841,0.7983870967741935,0.7915718210728837,100,0.21523744
aleatorio,0.5,2:02:42,0.8091397849462365,0.8200067780198498,0.8091397849462365,0.8008586917908413,100,0.43047488
aleatorio,0.75,2:59:52,0.8198924731182796,0.8410047533242688,0.8198924731182796,0.8152417783139185,100,0.6457123
busqueda local,0.1,0:30:56,0.8279569892473119,0.833664021164021,0.8279569892473119,0.8185514734022197,100,0.086094975
busqueda local,0.25,1:04:36,0.7983870967741935,0.8162905784405439,0.7983870967741935,0.7891429356465762,100,0.21523744
busqueda local,0.5,2:01:43,0.8010752688172043,0.8187359976644263,0.8010752688172043,0.7930637146509781,100,0.43047488
busqueda local,0.75,3:01:02,0.8172043010752689,0.8320460528218925,0.8172043010752689,0.8115873749828053,100,0.6457123
genetico,0.1,0:31:46,0.8467741935483871,0.8483923767954119,0.8467741935483871,0.8465162925708121,100,0.086094975
genetico,0.25,1:06:12,0.7983870967741935,0.8231204444298154,0.7983870967741935,0.7904543394708647,100,0.21523744
genetico,0.5,2:03:49,0.8118279569892473,0.8270949906625923,0.8118279569892473,0.8066497117507595,100,0.43047488
genetico,0.75,3:01:47,0.8279569892473119,0.8447653261553894,0.8279569892473119,0.8223122967410644,100,0.6457123
memetico,0.1,0:31:14,0.8091397849462365,0.8224236716113336,0.8091397849462365,0.7999544398157236,100,0.086094975
memetico,0.25,1:05:32,0.8198924731182796,0.828767958796422,0.8198924731182796,0.8142761609704244,100,0.21523744
memetico,0.5,2:03:29,0.803763440860215,0.823675984107538,0.803763440860215,0.7959599322955687,100,0.43047488
memetico,0.75,3:01:06,0.8198924731182796,0.8410047533242688,0.8198924731182796,0.8152417783139185,100,0.6457123
genetico2,0.1,0:31:09,0.8252688172043011,0.825520858669555,0.8252688172043011,0.8214833526504006,100,0.086094975
genetico2,0.25,1:05:57,0.8198924731182796,0.8363740013985063,0.8198924731182796,0.8144768797575328,100,0.21523744
genetico2,0.5,2:01:36,0.8198924731182796,0.8311830923193952,0.8198924731182796,0.8143421709525005,100,0.43047488
genetico2,0.75,3:00:20,0.8225806451612904,0.841178617040686,0.8225806451612904,0.8172407002677443,100,0.6457123
genetico3,0.1,0:31:11,0.8252688172043011,0.8283730158730159,0.8252688172043011,0.8206714967502474,100,0.086094975
genetico3,0.25,1:05:54,0.8010752688172043,0.8090078482353509,0.8010752688172043,0.7922195045847551,100,0.21523744
genetico3,0.5,2:03:51,0.8198924731182796,0.8311830923193952,0.8198924731182796,0.8143421709525005,109,0.43047488
genetico3,0.75,2:56:15,0.8198924731182796,0.8410047533242688,0.8198924731182796,0.8152417783139185,100,0.6457123
