Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final
-,1.0,0:04:24,0.8010752688172043,0.826086361819415,0.8010752688172043,0.7929344861923833,1,0.86094975
aleatorio,0.1,0:36:07,0.8602150537634409,0.8659087759461935,0.8602150537634409,0.8589820868301882,100,0.086094975
aleatorio,0.25,0:52:52,0.8252688172043011,0.8281460565042655,0.8252688172043011,0.8176987668210804,100,0.21523744
aleatorio,0.5,1:37:51,0.8252688172043011,0.8403117954842092,0.8252688172043011,0.8205399533274321,100,0.43047488
aleatorio,0.75,2:21:52,0.8252688172043011,0.843972293091588,0.8252688172043011,0.8201843250280424,100,0.6457123
busqueda local,0.1,0:25:45,0.8413978494623656,0.8428714667250038,0.8413978494623656,0.8363423970143313,100,0.086094975
busqueda local,0.25,0:52:10,0.8575268817204301,0.8741239316239316,0.8575268817204301,0.8478987946730179,100,0.21523744
busqueda local,0.5,1:37:40,0.8279569892473119,0.841787764411684,0.8279569892473119,0.8199641616117589,100,0.43047488
busqueda local,0.75,2:22:04,0.8413978494623656,0.8450705055649878,0.8413978494623656,0.8359782962868516,100,0.6457123
genetico,0.1,0:25:22,0.8924731182795699,0.8960093896713615,0.8924731182795699,0.8917723059224354,100,0.086094975
genetico,0.25,0:52:10,0.8387096774193549,0.8451621477937267,0.8387096774193549,0.8312582604138182,100,0.21523744
genetico,0.5,1:37:52,0.8360215053763441,0.8472209439075523,0.8360215053763441,0.8305446764251051,100,0.43047488
genetico,0.75,2:23:45,0.8252688172043011,0.8393153113822446,0.8252688172043011,0.8198491674199982,100,0.6457123
memetico,0.1,0:25:34,0.8924731182795699,0.8945512820512821,0.8924731182795699,0.8924106944259085,100,0.086094975
memetico,0.25,0:52:05,0.8413978494623656,0.8466580854309688,0.8413978494623656,0.835231193926846,100,0.21523744
memetico,0.5,1:36:49,0.8360215053763441,0.8527499099655297,0.8360215053763441,0.8326237515879217,100,0.43047488
memetico,0.75,2:21:02,0.8306451612903226,0.8496220106057124,0.8306451612903226,0.8256939669013206,100,0.6457123
genetico2,0.1,0:25:29,0.8763440860215054,0.8767792393962391,0.8763440860215054,0.8758476877043404,100,0.086094975
genetico2,0.25,0:52:06,0.8467741935483871,0.8674087288011338,0.8467741935483871,0.8353929364567662,100,0.21523744
genetico2,0.5,1:37:39,0.8225806451612904,0.8309836360366841,0.8225806451612904,0.8130547129536005,100,0.43047488
genetico2,0.75,2:21:36,0.8333333333333334,0.8353420260709263,0.8333333333333334,0.828703059604108,100,0.6457123
genetico3,0.1,0:25:17,0.8870967741935484,0.890129342296976,0.8870967741935484,0.8863961374023294,109,0.086094975
genetico3,0.25,0:51:56,0.8467741935483871,0.8674087288011338,0.8467741935483871,0.8353929364567662,109,0.21523744
genetico3,0.5,1:36:57,0.8252688172043011,0.8413245286630299,0.8252688172043011,0.8169147218988152,100,0.43047488
genetico3,0.75,2:21:59,0.8333333333333334,0.8353420260709263,0.8333333333333334,0.828703059604108,100,0.6457123
