Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Cifar-10-batches-py
aleatorio,0.1,3:26:05,0.7409,0.7473,0.7409,0.7426,100,0.1,
