Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Cifar-10-batches-py
aleatorio,0.1,3:13:04,0.7428,0.7453,0.7428,0.7432,100,0.1,
