Algoritmo,Porcentaje Inicial,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors,Duracion
GA-WC-F,0.1,0.82958,0.8406800000000001,0.82958,0.8212400000000001,100.0,0.14942,0.3605,0.32814,0.31135999999999997,0 days 00:34:32.600000
GA-WC-F,0.25,0.81774,0.8266,0.81774,0.81182,100.0,0.26684,0.35019999999999996,0.31470000000000004,0.3351,0 days 01:07:13.200000
GA-WC-F,0.5,0.83604,0.85218,0.83604,0.83034,100.0,0.46364,0.33818000000000004,0.32974000000000003,0.33205999999999997,0 days 01:51:24.200000
GA-WC-F,0.75,0.82202,0.8394,0.82202,0.81472,100.0,0.72722,0.33940000000000003,0.32932,0.33126,0 days 02:33:25
GA-PR,0.1,0.8193400000000001,0.8307,0.8193400000000001,0.8119,100.0,0.1,0.34521999999999997,0.32144000000000006,0.33334,0 days 00:29:02.200000
GA-PR,0.25,0.82636,0.8378,0.82636,0.81964,100.0,0.25,0.3362,0.3327,0.33111999999999997,0 days 01:00:22
GA-PR,0.5,0.81236,0.83088,0.81236,0.80586,100.0,0.5,0.33208,0.33204,0.33588,0 days 01:53:12.800000
GA-PR,0.75,0.8268800000000001,0.8432999999999999,0.8268800000000001,0.82058,100.0,0.75,0.33521999999999996,0.33438,0.33038,0 days 02:41:24.200000
