Algoritmo,Porcentaje Inicial,Duracion,Accuracy,Precision,Recall,F1-score,Evaluaciones Realizadas,Porcentaje Final,Porcentaje Paper,Porcentaje Rock,Porcentaje Scissors
LR,0.1,0:36:09,0.828,0.8337,0.828,0.8186,100,0.1,0.381,0.2937,0.3254
LR,0.25,1:12:34,0.7984,0.8163,0.7984,0.7891,100,0.25,0.3333,0.3175,0.3492
LR,0.5,2:16:28,0.8011,0.8187,0.8011,0.7931,100,0.5,0.3365,0.3341,0.3294
LR,0.75,3:18:53,0.8172,0.832,0.8172,0.8116,100,0.75,0.3333,0.3339,0.3328
